VehicleID,Count,Volume,TravelDistance,WorkTime,TravelTime,ServiceTime,WaitingTime,TotalCost,FixedCost,VariableCost
VEH_1014,4,92.71,726.31,2891.00,770.00,240.00,1881.00,741.05,160.00,581.05
VEH_1015,9,196.25,1404.58,4380.00,1514.00,540.00,2326.00,1283.67,160.00,1123.67
VEH_1016,8,146.95,1709.10,6420.00,1782.00,480.00,4158.00,1527.28,160.00,1367.28
VEH_1017,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1018,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1019,5,94.49,680.27,5388.00,724.00,300.00,4364.00,704.22,160.00,544.22
VEH_1020,8,134.98,1640.92,5820.00,1678.00,480.00,3662.00,1472.73,160.00,1312.73
VEH_1021,7,137.78,1094.25,4020.00,1178.00,420.00,2422.00,1035.40,160.00,875.40
VEH_1022,7,169.85,1291.34,4020.00,1369.00,420.00,2231.00,1511.34,220.00,1291.34
VEH_1023,6,184.10,1367.50,4380.00,1400.00,360.00,2620.00,1587.50,220.00,1367.50
VEH_1024,4,93.24,487.67,4560.00,508.00,240.00,3812.00,707.67,220.00,487.67
VEH_1025,6,116.24,662.76,4380.00,715.00,360.00,3305.00,882.76,220.00,662.76
VEH_1026,4,96.79,572.00,4380.00,610.00,240.00,3530.00,792.00,220.00,572.00
VEH_1027,2,56.50,323.70,2435.00,334.00,120.00,1981.00,543.70,220.00,323.70
VEH_1028,3,62.47,461.07,2940.00,499.00,180.00,2261.00,681.07,220.00,461.07
VEH_1029,10,225.48,875.56,5083.00,1008.00,600.00,3475.00,1095.56,220.00,875.56
VEH_1030,4,92.47,462.53,5160.00,509.00,240.00,4411.00,682.53,220.00,462.53
VEH_1031,2,59.36,407.01,4218.00,439.00,120.00,3659.00,627.01,220.00,407.01
VEH_1032,5,133.09,658.70,4980.00,756.00,300.00,3924.00,878.70,220.00,658.70
VEH_1033,3,81.58,530.52,2940.00,568.00,180.00,2192.00,750.52,220.00,530.52
VEH_1034,5,118.55,668.37,4380.00,734.00,300.00,3346.00,888.37,220.00,668.37
VEH_1035,9,228.77,751.92,4380.00,884.00,540.00,2956.00,971.92,220.00,751.92
VEH_1036,1,25.91,124.25,3360.00,131.00,60.00,3169.00,344.25,220.00,124.25
VEH_1037,5,98.83,564.73,4911.00,628.00,300.00,3983.00,784.73,220.00,564.73
VEH_1038,5,131.66,751.03,4969.00,791.00,300.00,3878.00,971.03,220.00,751.03
VEH_1039,8,185.88,738.42,6600.00,812.00,480.00,5308.00,958.42,220.00,738.42
VEH_1040,7,174.21,963.13,6600.00,1020.00,420.00,5160.00,1183.13,220.00,963.13
VEH_1041,4,86.55,843.89,4980.00,856.00,240.00,3884.00,1063.89,220.00,843.89
VEH_1042,6,136.81,460.43,4980.00,514.00,360.00,4106.00,852.52,300.00,552.52
VEH_1043,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1044,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1045,3,73.77,296.21,4258.00,329.00,180.00,3749.00,655.45,300.00,355.45
VEH_1046,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1047,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1048,2,41.27,370.00,4380.00,379.00,120.00,3881.00,744.00,300.00,444.00
VEH_1049,3,73.69,307.16,4020.00,328.00,180.00,3512.00,668.60,300.00,368.60
VEH_1050,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1051,4,79.59,355.00,4140.00,369.00,240.00,3531.00,726.00,300.00,426.00
VEH_1052,1,22.18,217.83,3720.00,208.00,60.00,3452.00,561.40,300.00,261.40
VEH_1053,2,60.54,195.05,4020.00,218.00,120.00,3682.00,534.06,300.00,234.06
VEH_1054,3,84.11,515.54,4380.00,541.00,180.00,3659.00,918.64,300.00,618.64
VEH_1055,2,71.30,322.71,4020.00,341.00,120.00,3559.00,687.26,300.00,387.26
VEH_1056,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1057,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1058,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1059,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1060,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1061,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1062,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1063,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1064,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1065,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1066,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1067,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1068,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1069,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1070,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1071,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1072,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1073,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1074,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1075,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1076,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1077,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1078,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1079,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1080,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1081,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1082,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1083,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1084,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1085,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1086,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1087,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1088,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1089,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1090,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1091,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1092,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1093,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1094,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1095,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1096,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1097,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1098,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1099,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1100,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1101,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1102,11,233.45,1869.12,5160.00,1992.00,660.00,2508.00,1655.30,160.00,1495.30
VEH_1103,11,190.82,1734.69,4980.00,1836.00,660.00,2484.00,1547.75,160.00,1387.75
VEH_1104,10,210.15,1716.75,4800.00,1791.00,600.00,2409.00,1533.40,160.00,1373.40
VEH_1105,7,161.00,1587.50,3540.00,1679.00,420.00,1441.00,1430.00,160.00,1270.00
VEH_1106,10,228.68,1773.90,7260.00,1855.00,600.00,4805.00,1579.12,160.00,1419.12
VEH_1107,6,132.82,1372.62,4800.00,1440.00,360.00,3000.00,1258.09,160.00,1098.09
VEH_1108,4,67.87,1151.18,2580.00,1186.00,240.00,1154.00,1080.94,160.00,920.94
VEH_1109,12,268.17,2113.72,5374.00,2203.00,720.00,2451.00,1850.98,160.00,1690.98
VEH_1110,9,180.65,1256.58,4800.00,1345.00,540.00,2915.00,1165.27,160.00,1005.27
VEH_1111,6,105.43,1316.32,4380.00,1422.00,360.00,2598.00,1213.05,160.00,1053.05
VEH_1112,10,217.84,1691.59,6353.00,1800.00,600.00,3953.00,1513.27,160.00,1353.27
VEH_1113,9,207.54,1475.50,5460.00,1629.00,540.00,3291.00,1340.40,160.00,1180.40
VEH_1114,8,176.48,1384.14,5160.00,1477.00,480.00,3203.00,1267.31,160.00,1107.31
VEH_1115,6,147.43,1201.71,2788.00,1290.00,360.00,1138.00,1121.37,160.00,961.37
VEH_1116,7,140.82,1648.24,4673.00,1678.00,420.00,2575.00,1478.59,160.00,1318.59
VEH_1117,6,131.77,1198.81,4020.00,1250.00,360.00,2410.00,1119.05,160.00,959.05
VEH_1118,12,280.33,2231.72,5820.00,2383.00,720.00,2717.00,1945.37,160.00,1785.37
VEH_1119,7,158.62,1165.06,6900.00,1233.00,420.00,5247.00,1092.05,160.00,932.05
VEH_1120,8,170.81,1708.47,5460.00,1774.00,480.00,3206.00,1526.78,160.00,1366.78
VEH_1121,10,198.51,1537.60,5333.00,1659.00,600.00,3074.00,1390.08,160.00,1230.08
VEH_1122,10,265.86,1084.81,5820.00,1248.00,600.00,3972.00,1304.81,220.00,1084.81
VEH_1123,11,286.33,1180.60,4800.00,1340.00,660.00,2800.00,1400.60,220.00,1180.60
VEH_1124,13,331.15,1310.58,5820.00,1457.00,780.00,3583.00,1530.58,220.00,1310.58
VEH_1125,1,27.83,57.87,1566.00,66.00,60.00,1440.00,277.87,220.00,57.87
VEH_1126,5,113.91,921.92,3540.00,969.00,300.00,2271.00,1141.92,220.00,921.92
VEH_1127,6,129.08,937.12,3235.00,1073.00,360.00,1802.00,1157.12,220.00,937.12
VEH_1128,5,138.19,922.99,5160.00,1029.00,300.00,3831.00,1142.99,220.00,922.99
VEH_1129,8,177.20,1089.34,4953.00,1190.00,480.00,3283.00,1309.34,220.00,1089.34
VEH_1130,9,238.81,836.20,4249.00,968.00,540.00,2741.00,1056.20,220.00,836.20
VEH_1131,2,51.77,604.47,4980.00,612.00,120.00,4248.00,824.47,220.00,604.47
VEH_1132,8,190.94,928.22,3927.00,1006.00,480.00,2441.00,1148.22,220.00,928.22
VEH_1133,8,203.87,948.13,4509.00,1063.00,480.00,2966.00,1168.13,220.00,948.13
VEH_1134,1,26.06,250.13,2100.00,254.00,60.00,1786.00,470.13,220.00,250.13
VEH_1135,4,110.15,895.84,3209.00,939.00,240.00,2030.00,1115.84,220.00,895.84
VEH_1136,9,185.76,844.20,5820.00,957.00,540.00,4323.00,1064.20,220.00,844.20
VEH_1137,4,87.80,471.86,3540.00,521.00,240.00,2779.00,691.86,220.00,471.86
VEH_1138,2,44.41,406.55,4800.00,421.00,120.00,4259.00,626.55,220.00,406.55
VEH_1139,5,140.98,776.39,4380.00,813.00,300.00,3267.00,996.39,220.00,776.39
VEH_1140,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1141,5,99.32,752.16,5460.00,791.00,300.00,4369.00,972.16,220.00,752.16
VEH_1142,1,33.01,273.20,1920.00,271.00,60.00,1589.00,627.84,300.00,327.84
VEH_1143,5,155.90,732.30,3720.00,769.00,300.00,2651.00,1178.76,300.00,878.76
VEH_1144,9,207.45,902.47,4800.00,958.00,540.00,3302.00,1382.96,300.00,1082.96
VEH_1145,2,35.37,422.12,3360.00,445.00,120.00,2795.00,806.54,300.00,506.54
VEH_1146,6,125.59,842.90,3857.00,919.00,360.00,2578.00,1311.48,300.00,1011.48
VEH_1147,10,199.44,1072.73,6420.00,1116.00,600.00,4704.00,1587.28,300.00,1287.28
VEH_1148,2,37.39,250.13,2580.00,254.00,120.00,2206.00,600.16,300.00,300.16
VEH_1149,5,140.31,916.59,4800.00,957.00,300.00,3543.00,1399.91,300.00,1099.91
VEH_1150,2,41.85,254.90,2580.00,264.00,120.00,2196.00,605.89,300.00,305.89
VEH_1151,9,182.45,1286.19,4582.00,1353.00,540.00,2689.00,1843.43,300.00,1543.43
VEH_1152,2,40.73,814.19,2940.00,838.00,120.00,1982.00,1277.03,300.00,977.03
VEH_1153,2,37.74,268.94,3360.00,283.00,120.00,2957.00,622.73,300.00,322.73
VEH_1154,5,116.71,613.21,4380.00,660.00,300.00,3420.00,1035.85,300.00,735.85
VEH_1155,2,40.58,370.60,4020.00,385.00,120.00,3515.00,744.72,300.00,444.72
VEH_1156,2,41.97,280.01,3720.00,286.00,120.00,3314.00,636.01,300.00,336.01
VEH_1157,2,63.75,247.70,3565.00,263.00,120.00,3182.00,597.24,300.00,297.24
VEH_1158,12,237.09,889.71,5917.00,973.00,720.00,4224.00,1367.66,300.00,1067.66
VEH_1159,2,41.50,254.90,2940.00,264.00,120.00,2556.00,605.89,300.00,305.89
VEH_1160,1,25.69,402.12,2940.00,414.00,60.00,2466.00,782.55,300.00,482.55
VEH_1161,1,34.43,250.13,3360.00,254.00,60.00,3046.00,600.16,300.00,300.16
VEH_1162,2,49.88,290.36,3579.00,311.00,120.00,3148.00,835.55,400.00,435.55
VEH_1163,2,38.65,262.92,3360.00,251.00,120.00,2989.00,794.38,400.00,394.38
VEH_1164,2,46.43,155.10,3540.00,171.00,120.00,3249.00,632.65,400.00,232.65
VEH_1165,6,140.80,1100.02,4980.00,1121.00,360.00,3499.00,2050.03,400.00,1650.03
VEH_1166,2,50.17,458.67,3720.00,462.00,120.00,3138.00,1088.01,400.00,688.01
VEH_1167,2,43.56,384.51,3720.00,400.00,120.00,3200.00,976.77,400.00,576.77
VEH_1168,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1169,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1170,2,40.36,112.23,3720.00,122.00,120.00,3478.00,568.35,400.00,168.35
VEH_1171,3,80.74,402.43,4107.00,405.00,180.00,3522.00,1003.65,400.00,603.65
VEH_1172,6,138.78,665.55,4195.00,696.00,360.00,3139.00,1398.33,400.00,998.33
VEH_1173,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1174,2,42.25,248.80,3720.00,248.00,120.00,3352.00,773.20,400.00,373.20
VEH_1175,2,49.06,443.14,4020.00,454.00,120.00,3446.00,1064.71,400.00,664.71
VEH_1176,2,50.80,372.00,4020.00,383.00,120.00,3517.00,958.00,400.00,558.00
VEH_1177,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1178,2,48.65,402.12,3720.00,414.00,120.00,3186.00,1003.19,400.00,603.19
VEH_1179,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1180,4,93.24,653.64,4800.00,672.00,240.00,3888.00,1380.47,400.00,980.47
VEH_1181,2,48.42,492.14,4561.00,535.00,120.00,3906.00,1138.21,400.00,738.21
VEH_1182,1,30.96,402.12,4380.00,414.00,60.00,3906.00,1223.82,500.00,723.82
VEH_1183,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1184,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1185,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1186,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1187,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1188,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1189,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1190,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1191,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1192,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1193,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1194,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1195,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1196,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1197,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1198,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1199,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1200,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1201,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1202,10,218.43,1717.19,4020.00,1822.00,600.00,1598.00,1533.76,160.00,1373.76
VEH_1203,5,114.38,1083.17,3974.00,1166.00,300.00,2508.00,1026.54,160.00,866.54
VEH_1204,8,171.73,1687.29,4459.00,1739.00,480.00,2240.00,1509.83,160.00,1349.83
VEH_1205,9,210.78,1853.29,6013.00,1946.00,540.00,3527.00,1642.64,160.00,1482.64
VEH_1206,5,90.51,635.93,2280.00,690.00,300.00,1290.00,668.74,160.00,508.74
VEH_1207,3,51.23,394.58,2618.00,438.00,180.00,2000.00,475.66,160.00,315.66
VEH_1208,8,178.49,1679.18,4800.00,1768.00,480.00,2552.00,1503.35,160.00,1343.35
VEH_1209,11,254.62,887.67,6960.00,991.00,660.00,5309.00,870.14,160.00,710.14
VEH_1210,8,157.57,1329.45,6034.00,1402.00,480.00,4152.00,1223.56,160.00,1063.56
VEH_1211,8,166.73,1129.27,4980.00,1243.00,480.00,3257.00,1063.41,160.00,903.41
VEH_1212,7,130.60,1223.21,4800.00,1267.00,420.00,3113.00,1138.57,160.00,978.57
VEH_1213,8,143.37,1337.68,5460.00,1345.00,480.00,3635.00,1230.14,160.00,1070.14
VEH_1214,2,47.25,345.87,2940.00,353.00,120.00,2467.00,436.69,160.00,276.69
VEH_1215,3,63.48,612.92,4124.00,647.00,180.00,3297.00,650.34,160.00,490.34
VEH_1216,8,143.20,1316.93,5293.00,1398.00,480.00,3415.00,1213.54,160.00,1053.54
VEH_1217,1,26.29,317.65,2580.00,317.00,60.00,2203.00,414.12,160.00,254.12
VEH_1218,5,113.91,665.79,4380.00,709.00,300.00,3371.00,692.63,160.00,532.63
VEH_1219,6,130.49,1019.28,4800.00,1056.00,360.00,3384.00,975.42,160.00,815.42
VEH_1220,4,81.48,771.50,4020.00,811.00,240.00,2969.00,777.20,160.00,617.20
VEH_1221,1,16.37,329.38,2395.00,315.00,60.00,2020.00,423.51,160.00,263.51
VEH_1222,1,24.40,309.87,3540.00,332.00,60.00,3148.00,529.87,220.00,309.87
VEH_1223,1,28.92,342.99,3540.00,362.00,60.00,3118.00,562.99,220.00,342.99
VEH_1224,2,29.19,369.99,3630.00,379.00,120.00,3131.00,589.99,220.00,369.99
VEH_1225,1,19.91,340.76,3540.00,346.00,60.00,3134.00,560.76,220.00,340.76
VEH_1226,4,89.88,826.67,5460.00,863.00,240.00,4357.00,1046.67,220.00,826.67
VEH_1227,1,22.53,347.59,3540.00,351.00,60.00,3129.00,567.59,220.00,347.59
VEH_1228,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1229,3,61.51,378.24,4020.00,418.00,180.00,3422.00,598.24,220.00,378.24
VEH_1230,1,28.91,243.74,3360.00,241.00,60.00,3059.00,463.74,220.00,243.74
VEH_1231,1,26.23,49.74,3360.00,62.00,60.00,3238.00,269.74,220.00,49.74
VEH_1232,1,22.90,59.03,3360.00,64.00,60.00,3236.00,279.03,220.00,59.03
VEH_1233,3,77.07,683.89,4020.00,735.00,180.00,3105.00,903.89,220.00,683.89
VEH_1234,6,134.55,838.85,4527.00,873.00,360.00,3294.00,1058.85,220.00,838.85
VEH_1235,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1236,3,76.43,312.43,4020.00,358.00,180.00,3482.00,532.43,220.00,312.43
VEH_1237,2,33.00,386.40,4020.00,398.00,120.00,3502.00,606.40,220.00,386.40
VEH_1238,3,81.08,391.87,4380.00,425.00,180.00,3775.00,611.87,220.00,391.87
VEH_1239,1,29.04,295.34,3720.00,314.00,60.00,3346.00,515.34,220.00,295.34
VEH_1240,3,84.86,729.93,4382.00,720.00,180.00,3482.00,949.93,220.00,729.93
VEH_1241,1,24.60,341.43,3720.00,345.00,60.00,3315.00,561.43,220.00,341.43
VEH_1242,4,102.54,579.38,5160.00,646.00,240.00,4274.00,995.26,300.00,695.26
VEH_1243,2,40.52,355.05,4020.00,359.00,120.00,3541.00,726.06,300.00,426.06
VEH_1244,1,33.49,280.06,3720.00,283.00,60.00,3377.00,636.07,300.00,336.07
VEH_1245,3,73.10,270.47,3831.00,298.00,180.00,3353.00,624.57,300.00,324.57
VEH_1246,2,41.01,369.12,3823.00,371.00,120.00,3332.00,742.94,300.00,442.94
VEH_1247,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1248,2,39.35,429.44,3878.00,443.00,120.00,3315.00,815.33,300.00,515.33
VEH_1249,2,40.71,417.28,3862.00,440.00,120.00,3302.00,800.73,300.00,500.73
VEH_1250,3,78.88,666.22,4380.00,685.00,180.00,3515.00,1099.46,300.00,799.46
VEH_1251,3,67.35,448.46,5160.00,468.00,180.00,4512.00,838.15,300.00,538.15
VEH_1252,4,94.18,329.32,4380.00,385.00,240.00,3755.00,695.18,300.00,395.18
VEH_1253,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1254,2,40.44,250.51,3795.00,267.00,120.00,3408.00,600.61,300.00,300.61
VEH_1255,2,36.69,266.19,3720.00,285.00,120.00,3315.00,619.43,300.00,319.43
VEH_1256,1,34.42,337.57,3720.00,355.00,60.00,3305.00,705.09,300.00,405.09
VEH_1257,1,29.35,263.87,3720.00,275.00,60.00,3385.00,616.64,300.00,316.64
VEH_1258,4,73.41,343.69,4020.00,377.00,240.00,3403.00,712.43,300.00,412.43
VEH_1259,4,101.37,323.88,4380.00,357.00,240.00,3783.00,688.65,300.00,388.65
VEH_1260,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1261,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1262,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1263,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1264,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1265,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1266,2,45.94,289.27,4020.00,300.00,120.00,3600.00,833.91,400.00,433.91
VEH_1267,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1268,2,47.55,271.44,4020.00,275.00,120.00,3625.00,807.16,400.00,407.16
VEH_1269,1,33.39,301.02,3720.00,297.00,60.00,3363.00,851.53,400.00,451.53
VEH_1270,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1271,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1272,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1273,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1274,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1275,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1276,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1277,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1278,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1279,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1280,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1281,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1282,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1283,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1284,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1285,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1286,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1287,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1288,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1289,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1290,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1291,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1292,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1293,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1294,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1295,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1296,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1297,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1298,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1299,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1300,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1301,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1302,5,92.42,807.38,1920.00,857.00,300.00,763.00,805.90,160.00,645.90
VEH_1303,7,151.04,1469.09,4800.00,1511.00,420.00,2869.00,1335.27,160.00,1175.27
VEH_1304,14,245.31,2155.09,5460.00,2323.00,840.00,2297.00,1884.07,160.00,1724.07
VEH_1305,8,168.75,1048.29,4020.00,1134.00,480.00,2406.00,998.63,160.00,838.63
VEH_1306,7,157.18,1466.13,2580.00,1545.00,420.00,615.00,1332.90,160.00,1172.90
VEH_1307,11,237.67,1870.31,4380.00,1954.00,660.00,1766.00,1656.25,160.00,1496.25
VEH_1308,12,266.36,2463.93,6240.00,2571.00,720.00,2949.00,2131.14,160.00,1971.14
VEH_1309,6,111.13,1263.83,4020.00,1322.00,360.00,2338.00,1171.06,160.00,1011.06
