ORD_NO,VehicleID,Sequence,SiteCode,ArrivalTime,WaitingTime,ServiceTime,DepartureTime,Delivered,cbm,start,end,group
Null,VEH_414,3,O_614,2023-05-16 12:45,0,0,2023-05-16 12:45,Null,0.0,0,1440,-1
MF2305176322596,VEH_414,4,D_1616,2023-05-16 17:14,46,60,2023-05-16 19:00,Yes,25.63,1080,120,4
Null,VEH_414,5,O_73,2023-05-16 19:54,0,0,2023-05-16 19:54,Null,0.0,0,1440,-1
MF2305316385790,VEH_414,6,D_1748,2023-05-16 19:51,0,60,2023-05-16 20:51,Yes,13.42,1080,120,7
Null,VEH_414,7,O_73,2023-05-16 21:00,0,0,2023-05-16 21:00,Null,0.0,0,1440,-1
MF2305316385758,VEH_414,8,D_1748,Null,Null,Null,Null,No,13.76,780,1080,7
Null,VEH_414,9,O_73,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230516B000049_001,VEH_414,10,D_109,Null,Null,Null,Null,No,16.49,0,360,7
Null,VEH_415,1,O_42,2023-05-16 06:00,0,0,2023-05-16 06:00,Null,0.0,0,1440,-1
MF2305166315144,VEH_415,2,D_1295,2023-05-16 11:24,96,60,2023-05-16 14:00,Yes,21.43,780,1080,5
Null,VEH_415,3,O_614,2023-05-16 14:45,0,0,2023-05-16 14:45,Null,0.0,0,1440,-1
MF2305176317238,VEH_415,4,D_1412,2023-05-16 14:25,0,60,2023-05-16 15:25,Yes,16.82,780,1080,6
Null,VEH_415,5,O_614,2023-05-16 16:01,0,0,2023-05-16 16:01,Null,0.0,0,1440,-1
MF2305176317429,VEH_415,6,D_2172,2023-05-16 16:29,91,60,2023-05-16 19:00,Yes,26.13,1080,120,6
Null,VEH_415,7,O_614,2023-05-16 19:59,0,0,2023-05-16 19:59,Null,0.0,0,1440,-1
MF2305166315206,VEH_415,8,D_2120,2023-05-16 20:53,187,60,2023-05-17 01:00,Yes,21.41,0,360,6
Null,VEH_415,9,O_279,2023-05-17 01:21,0,0,2023-05-17 01:21,Null,0.0,0,1440,-1
20230516B000138_001,VEH_415,10,D_108,Null,Null,Null,Null,No,20.06,1080,120,6
Null,VEH_416,1,O_42,2023-05-16 06:00,0,0,2023-05-16 06:00,Null,0.0,0,1440,-1
MF2305166313269,VEH_416,2,D_1295,2023-05-16 11:24,96,60,2023-05-16 14:00,Yes,20.93,780,1080,4
Null,VEH_416,3,O_614,2023-05-16 14:45,0,0,2023-05-16 14:45,Null,0.0,0,1440,-1
MF2305176322609,VEH_416,4,D_1609,2023-05-16 15:20,160,60,2023-05-16 19:00,Yes,19.6,1080,120,5
Null,VEH_416,5,O_26,2023-05-16 19:15,0,0,2023-05-16 19:15,Null,0.0,0,1440,-1
20230516B499978_001,VEH_416,6,D_233,2023-05-16 20:00,240,60,2023-05-17 01:00,Yes,21.53,0,360,6
Null,VEH_416,7,O_800,2023-05-17 01:38,0,0,2023-05-17 01:38,Null,0.0,0,1440,-1
20230515B497519_001,VEH_416,8,D_208,2023-05-17 01:51,0,60,2023-05-17 02:51,Yes,18.12,1080,120,6
Null,VEH_416,9,O_800,2023-05-17 06:53,0,0,2023-05-17 06:53,Null,0.0,0,1440,-1
20230516B000775_001,VEH_416,10,D_92,2023-05-17 07:49,0,60,2023-05-17 08:49,Yes,25.01,420,900,9
Null,VEH_416,11,O_276,Null,Null,Null,Null,Null,0.0,0,1440,-1
MF2305176320483,VEH_416,12,D_1217,Null,Null,Null,Null,No,20.15,1080,120,9
Null,VEH_417,1,O_42,2023-05-16 06:00,0,0,2023-05-16 06:00,Null,0.0,0,1440,-1
MF2305156309714,VEH_417,2,D_1295,2023-05-16 11:24,96,60,2023-05-16 14:00,Yes,25.25,780,1080,3
Null,VEH_417,3,O_614,2023-05-16 14:45,0,0,2023-05-16 14:45,Null,0.0,0,1440,-1
MF2305176317218,VEH_417,4,D_1415,2023-05-16 15:28,152,60,2023-05-16 19:00,Yes,9.64,1080,120,6
Null,VEH_417,5,O_26,2023-05-16 19:27,0,0,2023-05-16 19:27,Null,0.0,0,1440,-1
20230516B001071_001,VEH_417,6,D_109,2023-05-16 22:13,0,60,2023-05-16 23:13,Yes,24.13,1080,120,7
Null,VEH_417,7,O_276,2023-05-17 00:50,0,0,2023-05-17 00:50,Null,0.0,0,1440,-1
20230516B498752_001,VEH_417,8,D_87,2023-05-17 03:26,214,60,2023-05-17 08:00,Yes,25.39,420,900,8
Null,VEH_417,9,O_279,2023-05-17 08:23,0,0,2023-05-17 08:23,Null,0.0,0,1440,-1
20230516B499895_001,VEH_417,10,D_108,Null,Null,Null,Null,No,21.17,780,1080,7
Null,VEH_417,11,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230516B000244_001,VEH_417,12,D_233,Null,Null,Null,Null,No,21.85,780,1080,9
Null,VEH_417,13,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230517B001598_001,VEH_417,14,D_208,Null,Null,Null,Null,No,23.41,420,900,9
Null,VEH_418,1,O_42,2023-05-16 18:00,0,0,2023-05-16 18:00,Null,0.0,0,1440,-1
MF2305166313267,VEH_418,2,D_1295,2023-05-16 23:24,36,60,2023-05-17 01:00,Yes,24.18,0,360,7
Null,VEH_418,3,O_614,2023-05-17 01:45,0,0,2023-05-17 01:45,Null,0.0,0,1440,-1
MF2305186337550,VEH_418,4,D_1395,2023-05-17 03:13,227,60,2023-05-17 08:00,Yes,18.51,420,900,8
Null,VEH_418,5,O_276,2023-05-17 08:15,0,0,2023-05-17 08:15,Null,0.0,0,1440,-1
20230516B499263_001,VEH_418,6,D_48,Null,Null,Null,Null,No,24.12,0,360,8
Null,VEH_419,1,O_42,2023-05-17 00:00,0,0,2023-05-17 00:00,Null,0.0,0,1440,-1
MF2305176320539,VEH_419,2,D_1295,2023-05-17 05:24,96,60,2023-05-17 08:00,Yes,26.85,420,900,8
Null,VEH_419,3,O_614,2023-05-17 08:45,0,0,2023-05-17 08:45,Null,0.0,0,1440,-1
MF2305186337531,VEH_419,4,D_1410,Null,Null,Null,Null,No,18.33,780,1080,9
Null,VEH_419,5,O_279,Null,Null,Null,Null,Null,0.0,0,1440,-1
M18412232,VEH_419,6,D_424,Null,Null,Null,Null,No,21.33,1080,120,9
Null,VEH_419,7,O_279,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230516B499636_001,VEH_419,8,D_233,Null,Null,Null,Null,No,25.26,600,1020,8
Null,VEH_420,1,O_42,2023-05-17 00:00,0,0,2023-05-17 00:00,Null,0.0,0,1440,-1
MF2305166313275,VEH_420,2,D_1295,2023-05-17 05:24,96,60,2023-05-17 08:00,Yes,25.07,420,900,7
Null,VEH_420,3,O_614,2023-05-17 08:45,0,0,2023-05-17 08:45,Null,0.0,0,1440,-1
MF2305176323090,VEH_420,4,D_1633,2023-05-17 09:36,0,60,2023-05-17 10:36,Yes,24.2,420,900,9
Null,VEH_420,5,O_279,Null,Null,Null,Null,Null,0.0,0,1440,-1
M18409545,VEH_420,6,D_417,Null,Null,Null,Null,No,20.39,420,900,10
Null,VEH_421,1,O_42,2023-05-16 12:00,0,0,2023-05-16 12:00,Null,0.0,0,1440,-1
MF2305166313277,VEH_421,2,D_1295,2023-05-16 17:24,36,60,2023-05-16 19:00,Yes,17.13,1080,120,4
Null,VEH_421,3,O_614,2023-05-16 19:45,0,0,2023-05-16 19:45,Null,0.0,0,1440,-1
MF2305186335032,VEH_421,4,D_1556,2023-05-16 19:55,245,60,2023-05-17 01:00,Yes,25.87,0,360,5
Null,VEH_421,5,O_19,2023-05-17 01:20,0,0,2023-05-17 01:20,Null,0.0,0,1440,-1
20230516B499522_001,VEH_421,6,D_208,2023-05-17 02:21,0,60,2023-05-17 03:21,Yes,18.27,0,360,6
Null,VEH_421,7,O_800,2023-05-17 06:53,0,0,2023-05-17 06:53,Null,0.0,0,1440,-1
20230515B497351_001,VEH_421,8,D_71,2023-05-17 07:11,169,60,2023-05-17 11:00,Yes,20.05,600,1020,7
Null,VEH_421,9,O_495,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230516B498592_001,VEH_421,10,D_23,Null,Null,Null,Null,No,21.41,1080,120,8
Null,VEH_422,1,O_42,2023-05-16 00:00,0,0,2023-05-16 00:00,Null,0.0,0,1440,-1
MF2305156309846,VEH_422,2,D_1295,2023-05-16 05:24,276,60,2023-05-16 11:00,Yes,31.69,600,1020,0
Null,VEH_422,3,O_614,2023-05-16 12:45,0,0,2023-05-16 12:45,Null,0.0,0,1440,-1
MF2305176317509,VEH_422,4,D_1224,2023-05-16 16:21,99,60,2023-05-16 19:00,Yes,28.46,1080,120,5
Null,VEH_422,5,O_68,2023-05-16 19:36,0,0,2023-05-16 19:36,Null,0.0,0,1440,-1
20230516B000362_001,VEH_422,6,D_109,2023-05-16 21:16,164,60,2023-05-17 01:00,Yes,27.01,0,360,7
Null,VEH_423,1,O_42,2023-05-15 18:00,0,0,2023-05-15 18:00,Null,0.0,0,1440,-1
MF2305156309803,VEH_423,2,D_1295,2023-05-15 23:24,0,60,2023-05-16 00:24,Yes,30.74,1080,120,3
Null,VEH_423,3,O_19,2023-05-16 01:08,0,0,2023-05-16 01:08,Null,0.0,0,1440,-1
20230515B496284_001,VEH_423,4,D_233,2023-05-16 01:40,0,60,2023-05-16 02:40,Yes,27.39,1080,120,4
Null,VEH_423,5,O_800,2023-05-16 06:38,0,0,2023-05-16 06:38,Null,0.0,0,1440,-1
20230515B495743_001,VEH_423,6,D_46,2023-05-16 09:59,0,60,2023-05-16 10:59,Yes,31.41,420,900,5
Null,VEH_423,7,O_288,2023-05-16 12:30,0,0,2023-05-16 12:30,Null,0.0,0,1440,-1
20230516B499957_001,VEH_423,8,D_109,2023-05-16 14:27,0,60,2023-05-16 15:27,Yes,27.57,420,900,6
Null,VEH_423,9,O_276,2023-05-16 18:50,0,0,2023-05-16 18:50,Null,0.0,0,1440,-1
20230515B495535_001,VEH_423,10,D_98,2023-05-16 20:12,228,60,2023-05-17 01:00,Yes,31.3,0,360,5
Null,VEH_423,11,O_800,2023-05-17 01:40,0,0,2023-05-17 01:40,Null,0.0,0,1440,-1
20230516B000614_001,VEH_423,12,D_111,2023-05-17 04:11,0,60,2023-05-17 05:11,Yes,28.79,0,360,8
Null,VEH_423,13,O_93,2023-05-17 06:00,0,0,2023-05-17 06:00,Null,0.0,0,1440,-1
PND000015,VEH_423,14,D_2907,2023-05-17 07:58,122,60,2023-05-17 11:00,Yes,22.49,600,1020,9
Null,VEH_424,1,O_42,2023-05-15 18:00,0,0,2023-05-15 18:00,Null,0.0,0,1440,-1
MF2305156309854,VEH_424,2,D_1295,2023-05-15 23:24,36,60,2023-05-16 01:00,Yes,27.37,0,360,0
Null,VEH_424,3,O_19,2023-05-16 01:44,0,0,2023-05-16 01:44,Null,0.0,0,1440,-1
20230516B499524_001,VEH_424,4,D_233,2023-05-16 02:16,0,60,2023-05-16 03:16,Yes,27.22,0,360,4
Null,VEH_424,5,O_800,2023-05-16 06:38,0,0,2023-05-16 06:38,Null,0.0,0,1440,-1
20230515B498132_001,VEH_424,6,D_191,2023-05-16 07:09,171,60,2023-05-16 11:00,Yes,22.67,600,1020,4
Null,VEH_424,7,O_26,2023-05-16 12:21,0,0,2023-05-16 12:21,Null,0.0,0,1440,-1
N_20230515938933,VEH_424,8,D_233,2023-05-16 13:06,0,60,2023-05-16 14:06,Yes,25.99,780,1080,4
Null,VEH_424,9,O_800,2023-05-16 18:38,0,0,2023-05-16 18:38,Null,0.0,0,1440,-1
20230515B497531_001,VEH_424,10,D_199,2023-05-16 19:46,254,60,2023-05-17 01:00,Yes,32.66,0,360,5
Null,VEH_424,11,O_279,2023-05-17 06:31,0,0,2023-05-17 06:31,Null,0.0,0,1440,-1
M18408591,VEH_424,12,D_476,2023-05-17 07:12,168,60,2023-05-17 11:00,Yes,22.1,600,1020,7
Null,VEH_424,13,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230516B000960_001,VEH_424,14,D_205,Null,Null,Null,Null,No,23.58,420,900,10
20230516B499070_001,VEH_424,15,D_24,Null,Null,Null,Null,No,5.95,420,900,10
Null,VEH_425,1,O_42,2023-05-15 18:00,0,0,2023-05-15 18:00,Null,0.0,0,1440,-1
MF2305156309748,VEH_425,2,D_1295,2023-05-15 23:24,36,60,2023-05-16 01:00,Yes,31.14,0,360,1
Null,VEH_425,3,O_495,2023-05-16 02:15,0,0,2023-05-16 02:15,Null,0.0,0,1440,-1
20230515B495052_001,VEH_425,4,D_9,2023-05-16 04:53,0,60,2023-05-16 05:53,Yes,31.23,0,360,4
Null,VEH_425,5,O_495,2023-05-16 09:23,0,0,2023-05-16 09:23,Null,0.0,0,1440,-1
MF2305156309066,VEH_425,6,D_1199,2023-05-16 10:05,0,60,2023-05-16 11:05,Yes,27.75,420,900,4
Null,VEH_425,7,O_800,2023-05-16 12:26,0,0,2023-05-16 12:26,Null,0.0,0,1440,-1
20230515B498106_001,VEH_425,8,D_111,2023-05-16 15:38,142,60,2023-05-16 19:00,Yes,27.04,1080,120,6
Null,VEH_425,9,O_93,2023-05-16 19:00,0,0,2023-05-16 19:00,Null,0.0,0,1440,-1
MF2305186339016,VEH_425,10,D_1184,2023-05-16 22:34,0,60,2023-05-16 23:34,Yes,27.43,1080,120,5
Null,VEH_425,11,O_495,2023-05-17 00:51,0,0,2023-05-17 00:51,Null,0.0,0,1440,-1
20230517B002740_001,VEH_425,12,D_209,2023-05-17 01:27,0,60,2023-05-17 02:27,Yes,19.25,1080,120,8
Null,VEH_425,13,O_276,2023-05-17 06:22,0,0,2023-05-17 06:22,Null,0.0,0,1440,-1
20230516B499215_001,VEH_425,14,D_9,2023-05-17 09:16,44,60,2023-05-17 11:00,Yes,30.06,600,1020,9
Null,VEH_426,1,O_42,2023-05-16 00:00,0,0,2023-05-16 00:00,Null,0.0,0,1440,-1
MF2305166314225,VEH_426,2,D_1822,2023-05-16 04:45,315,60,2023-05-16 11:00,Yes,29.79,600,1020,0
Null,VEH_426,3,O_800,2023-05-16 13:34,0,0,2023-05-16 13:34,Null,0.0,0,1440,-1
20230515B498125_001,VEH_426,4,D_7,2023-05-16 13:58,0,60,2023-05-16 14:58,Yes,28.88,780,1080,6
Null,VEH_426,5,O_26,2023-05-16 18:29,0,0,2023-05-16 18:29,Null,0.0,0,1440,-1
20230515B497632_001,VEH_426,6,D_233,2023-05-16 19:14,286,60,2023-05-17 01:00,Yes,29.95,0,360,7
Null,VEH_426,7,O_800,2023-05-17 01:38,0,0,2023-05-17 01:38,Null,0.0,0,1440,-1
20230516B000949_001,VEH_426,8,D_38,2023-05-17 01:41,319,60,2023-05-17 08:00,Yes,15.8,420,900,8
N_20230516944785,VEH_426,9,D_59,2023-05-17 08:18,102,60,2023-05-17 11:00,Yes,15.02,600,1020,8
Null,VEH_426,10,O_800,2023-05-17 11:10,0,0,2023-05-17 11:10,Null,0.0,0,1440,-1
20230516B000686_001,VEH_426,11,D_54,Null,Null,Null,Null,No,31.14,0,360,8
Null,VEH_427,1,O_42,2023-05-16 00:00,0,0,2023-05-16 00:00,Null,0.0,0,1440,-1
MF2305166312871,VEH_427,2,D_1295,2023-05-16 05:24,96,60,2023-05-16 08:00,Yes,30.99,420,900,4
Null,VEH_427,3,O_26,2023-05-16 09:10,0,0,2023-05-16 09:10,Null,0.0,0,1440,-1
20230516B499477_001,VEH_427,4,D_233,2023-05-16 09:16,524,60,2023-05-16 19:00,Yes,19.74,1080,120,5
Null,VEH_427,5,O_800,2023-05-16 19:38,0,0,2023-05-16 19:38,Null,0.0,0,1440,-1
20230515B497372_001,VEH_427,6,D_146,2023-05-16 20:18,822,60,2023-05-17 11:00,Yes,28.1,600,1020,5
Null,VEH_427,7,O_62,2023-05-17 11:29,0,0,2023-05-17 11:29,Null,0.0,0,1440,-1
20230517B001795_001,VEH_427,8,D_7,Null,Null,Null,Null,No,27.76,600,1020,9
Null,VEH_427,9,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230517B002480_001,VEH_427,10,D_37,Null,Null,Null,Null,No,24.43,1080,120,9
Null,VEH_427,11,O_26,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230517B003394_001,VEH_427,12,D_109,Null,Null,Null,Null,No,29.86,1080,120,8
Null,VEH_428,1,O_42,2023-05-16 00:00,0,0,2023-05-16 00:00,Null,0.0,0,1440,-1
MF2305166315142,VEH_428,2,D_1295,2023-05-16 05:24,96,60,2023-05-16 08:00,Yes,30.26,420,900,4
Null,VEH_428,3,O_800,2023-05-16 09:24,0,0,2023-05-16 09:24,Null,0.0,0,1440,-1
20230516B000651_001,VEH_428,4,D_132,2023-05-16 10:16,0,60,2023-05-16 11:16,Yes,29.38,600,1020,5
Null,VEH_428,5,O_62,2023-05-16 12:50,0,0,2023-05-16 12:50,Null,0.0,0,1440,-1
20230516B499687_001,VEH_428,6,D_233,2023-05-16 13:32,268,60,2023-05-16 19:00,Yes,23.24,1080,120,6
Null,VEH_428,7,O_800,2023-05-16 19:38,0,0,2023-05-16 19:38,Null,0.0,0,1440,-1
20230516B000459_001,VEH_428,8,D_233,2023-05-16 19:00,300,60,2023-05-17 01:00,Yes,23.89,0,360,6
Null,VEH_428,9,O_800,2023-05-17 06:38,0,0,2023-05-17 06:38,Null,0.0,0,1440,-1
20230517B001624_001,VEH_428,10,D_108,2023-05-17 07:02,0,60,2023-05-17 08:02,Yes,26.31,420,900,9
Null,VEH_428,11,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230516B000895_001,VEH_428,12,D_21,Null,Null,Null,Null,No,19.45,1080,120,10
Null,VEH_429,1,O_42,2023-05-16 00:00,0,0,2023-05-16 00:00,Null,0.0,0,1440,-1
MF2305166314221,VEH_429,2,D_1670,2023-05-16 04:08,352,60,2023-05-16 11:00,Yes,28.88,600,1020,3
Null,VEH_429,3,O_495,2023-05-16 12:50,0,0,2023-05-16 12:50,Null,0.0,0,1440,-1
20230515B495093_001,VEH_429,4,D_45,2023-05-16 15:20,0,60,2023-05-16 16:20,Yes,32.1,600,1020,6
Null,VEH_429,5,O_288,2023-05-16 18:34,0,0,2023-05-16 18:34,Null,0.0,0,1440,-1
MF2305166315294,VEH_429,6,D_1523,2023-05-16 18:55,305,60,2023-05-17 01:00,Yes,23.45,0,360,6
Null,VEH_430,1,O_42,2023-05-16 00:00,0,0,2023-05-16 00:00,Null,0.0,0,1440,-1
MF2305156309848,VEH_430,2,D_1295,2023-05-16 05:24,276,60,2023-05-16 11:00,Yes,29.73,600,1020,1
Null,VEH_430,3,O_614,2023-05-16 12:45,0,0,2023-05-16 12:45,Null,0.0,0,1440,-1
MF2305176317214,VEH_430,4,D_1271,2023-05-16 13:19,641,60,2023-05-17 01:00,Yes,15.55,0,360,6
Null,VEH_430,5,O_800,2023-05-17 01:43,0,0,2023-05-17 01:43,Null,0.0,0,1440,-1
N_20230515939018,VEH_430,6,D_149,Null,Null,Null,Null,No,27.64,1080,120,6
Null,VEH_431,1,O_42,2023-05-16 00:00,0,0,2023-05-16 00:00,Null,0.0,0,1440,-1
MF2305166314217,VEH_431,2,D_1829,2023-05-16 05:56,244,60,2023-05-16 11:00,Yes,31.47,600,1020,1
Null,VEH_431,3,O_40,2023-05-16 12:14,0,0,2023-05-16 12:14,Null,0.0,0,1440,-1
20230516B000340_001,VEH_431,4,D_209,2023-05-16 14:43,0,60,2023-05-16 15:43,Yes,30.21,780,1080,6
Null,VEH_431,5,O_276,2023-05-16 18:22,0,0,2023-05-16 18:22,Null,0.0,0,1440,-1
20230515B495362_001,VEH_431,6,D_48,2023-05-16 18:48,312,60,2023-05-17 01:00,Yes,23.16,0,360,7
Null,VEH_431,7,O_276,2023-05-17 06:43,0,0,2023-05-17 06:43,Null,0.0,0,1440,-1
20230516B499431_001,VEH_431,8,D_76,2023-05-17 10:05,0,60,2023-05-17 11:05,Yes,27.12,600,1020,9
Null,VEH_432,1,O_42,2023-05-16 06:00,0,0,2023-05-16 06:00,Null,0.0,0,1440,-1
MF2305186339747,VEH_432,2,D_1184,2023-05-16 10:52,128,60,2023-05-16 14:00,Yes,29.2,780,1080,1
Null,VEH_432,3,O_495,2023-05-16 14:51,0,0,2023-05-16 14:51,Null,0.0,0,1440,-1
N_20230515939000,VEH_432,4,D_38,2023-05-16 14:57,0,60,2023-05-16 15:57,Yes,27.18,780,1080,6
Null,VEH_432,5,O_800,2023-05-16 18:23,0,0,2023-05-16 18:23,Null,0.0,0,1440,-1
N_20230515938943,VEH_432,6,D_81,2023-05-16 18:22,338,60,2023-05-17 01:00,Yes,26.25,0,360,6
Null,VEH_432,7,O_26,2023-05-17 06:25,0,0,2023-05-17 06:25,Null,0.0,0,1440,-1
20230516B498974_002,VEH_432,8,D_108,2023-05-17 07:12,168,60,2023-05-17 11:00,Yes,28.85,600,1020,7
Null,VEH_432,9,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230516B000991_001,VEH_432,10,D_131,Null,Null,Null,Null,No,23.26,1080,120,10
Null,VEH_433,1,O_42,2023-05-17 00:00,0,0,2023-05-17 00:00,Null,0.0,0,1440,-1
MF2305166315360,VEH_433,2,D_1329,2023-05-17 02:16,284,60,2023-05-17 08:00,Yes,16.62,420,900,7
MF2305166313273,VEH_433,3,D_1295,Null,Null,Null,Null,No,15.04,420,900,6
Null,VEH_433,4,O_614,Null,Null,Null,Null,Null,0.0,0,1440,-1
MF2305186337552,VEH_433,5,D_1271,Null,Null,Null,Null,No,29.78,780,1080,10
Null,VEH_434,1,O_42,2023-05-17 00:00,0,0,2023-05-17 00:00,Null,0.0,0,1440,-1
MF2305176320556,VEH_434,2,D_1342,2023-05-17 04:10,170,60,2023-05-17 08:00,Yes,19.6,420,900,7
Null,VEH_434,3,O_390,2023-05-17 08:00,0,0,2023-05-17 08:00,Null,0.0,0,1440,-1
20230517B003275_001,VEH_434,4,D_109,2023-05-17 09:53,0,60,2023-05-17 10:53,Yes,30.57,420,900,9
Null,VEH_434,5,O_276,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230516B499389_001,VEH_434,6,D_166,Null,Null,Null,Null,No,31.56,1080,120,9
Null,VEH_435,1,O_42,2023-05-17 00:00,0,0,2023-05-17 00:00,Null,0.0,0,1440,-1
MF2305176320566,VEH_435,2,D_2207,2023-05-17 05:42,78,60,2023-05-17 08:00,Yes,22.81,420,900,6
Null,VEH_435,3,O_614,2023-05-17 08:45,0,0,2023-05-17 08:45,Null,0.0,0,1440,-1
MF2305196340958,VEH_435,4,D_1556,2023-05-17 09:18,0,60,2023-05-17 10:18,Yes,19.13,420,900,9
Null,VEH_435,5,O_19,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230517B001486_015,VEH_435,6,D_108,Null,Null,Null,Null,No,29.34,1080,120,10
Null,VEH_436,1,O_42,2023-05-16 06:00,0,0,2023-05-16 06:00,Null,0.0,0,1440,-1
MF2305166315136,VEH_436,2,D_1295,2023-05-16 11:24,96,60,2023-05-16 14:00,Yes,32.82,780,1080,5
Null,VEH_436,3,O_614,2023-05-16 14:45,0,0,2023-05-16 14:45,Null,0.0,0,1440,-1
MF2305176322598,VEH_436,4,D_1403,2023-05-16 15:13,0,60,2023-05-16 16:13,Yes,26.83,600,1020,6
Null,VEH_436,5,O_800,2023-05-16 16:32,0,0,2023-05-16 16:32,Null,0.0,0,1440,-1
20230515B498262_001,VEH_436,6,D_87,2023-05-16 17:07,53,60,2023-05-16 19:00,Yes,28.3,1080,120,5
Null,VEH_436,7,O_279,2023-05-16 19:23,0,0,2023-05-16 19:23,Null,0.0,0,1440,-1
20230515B497873_001,VEH_436,8,D_108,2023-05-16 20:18,222,60,2023-05-17 01:00,Yes,30.15,0,360,5
Null,VEH_436,9,O_800,2023-05-17 06:44,0,0,2023-05-17 06:44,Null,0.0,0,1440,-1
20230517B002713_001,VEH_436,10,D_108,2023-05-17 06:00,60,60,2023-05-17 08:00,Yes,27.69,420,900,8
Null,VEH_436,11,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230516B499839_001,VEH_436,12,D_37,Null,Null,Null,Null,No,21.72,780,1080,7
Null,VEH_436,13,O_26,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230517B002454_001,VEH_436,14,D_233,Null,Null,Null,Null,No,27.69,1080,120,10
Null,VEH_437,1,O_42,2023-05-17 00:00,0,0,2023-05-17 00:00,Null,0.0,0,1440,-1
MF2305176317582,VEH_437,2,D_1295,2023-05-17 05:24,276,60,2023-05-17 11:00,Yes,20.31,600,1020,8
Null,VEH_437,3,O_614,Null,Null,Null,Null,Null,0.0,0,1440,-1
MF2305186337536,VEH_437,4,D_1596,Null,Null,Null,Null,No,21.35,0,360,10
Null,VEH_437,5,O_614,Null,Null,Null,Null,Null,0.0,0,1440,-1
MF2305176323054,VEH_437,6,D_1403,Null,Null,Null,Null,No,29.92,0,360,10
Null,VEH_437,7,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230516B000495_001,VEH_437,8,D_4,Null,Null,Null,Null,No,27.11,1080,120,9
Null,VEH_438,1,O_42,2023-05-17 00:00,0,0,2023-05-17 00:00,Null,0.0,0,1440,-1
MF2305166312875,VEH_438,2,D_1295,2023-05-17 05:24,276,60,2023-05-17 11:00,Yes,19.75,600,1020,6
Null,VEH_438,3,O_614,Null,Null,Null,Null,Null,0.0,0,1440,-1
MF2305186337532,VEH_438,4,D_1271,Null,Null,Null,Null,No,25.7,420,900,10
Null,VEH_439,1,O_42,2023-05-17 00:00,0,0,2023-05-17 00:00,Null,0.0,0,1440,-1
MF2305166315138,VEH_439,2,D_1295,2023-05-17 05:24,276,60,2023-05-17 11:00,Yes,22.32,600,1020,6
Null,VEH_439,3,O_614,Null,Null,Null,Null,Null,0.0,0,1440,-1
MF2305186337560,VEH_439,4,D_1403,Null,Null,Null,Null,No,27.19,780,1080,10
Null,VEH_443,1,O_42,2023-05-17 06:00,0,0,2023-05-17 06:00,Null,0.0,0,1440,-1
MF2305176320541,VEH_443,2,D_1295,Null,Null,Null,Null,No,12.96,780,1080,9
MF2305166315140,VEH_443,3,D_1295,Null,Null,Null,Null,No,22.34,780,1080,7
Null,VEH_443,4,O_614,Null,Null,Null,Null,Null,0.0,0,1440,-1
MF2305186337739,VEH_443,5,D_1707,Null,Null,Null,Null,No,19.55,600,1020,10
MF2305176317471,VEH_443,6,D_2120,Null,Null,Null,Null,No,18.39,1080,120,9
Null,VEH_502,1,O_309,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
MF2305176316932,VEH_502,2,D_1791,2023-05-15 09:29,0,60,2023-05-15 10:29,Yes,22.31,420,900,1
Null,VEH_502,3,O_276,2023-05-15 13:41,0,0,2023-05-15 13:41,Null,0.0,0,1440,-1
M18406162,VEH_502,4,D_293,2023-05-15 15:57,0,60,2023-05-15 16:57,Yes,22.46,780,1080,2
Null,VEH_502,5,O_288,2023-05-15 18:41,0,0,2023-05-15 18:41,Null,0.0,0,1440,-1
PND000263,VEH_502,6,D_2943,2023-05-15 23:46,0,60,2023-05-16 00:46,Yes,20.04,1080,120,3
Null,VEH_502,7,O_279,2023-05-16 01:38,0,0,2023-05-16 01:38,Null,0.0,0,1440,-1
20230516B499896_001,VEH_502,8,D_108,2023-05-16 02:33,0,60,2023-05-16 03:33,Yes,24.62,0,360,4
Null,VEH_502,9,O_800,2023-05-16 06:44,0,0,2023-05-16 06:44,Null,0.0,0,1440,-1
20230515B497445_001,VEH_502,10,D_198,2023-05-16 06:56,184,60,2023-05-16 11:00,Yes,15.71,600,1020,5
Null,VEH_502,11,O_800,2023-05-16 13:07,0,0,2023-05-16 13:07,Null,0.0,0,1440,-1
