ORD_NO,VehicleID,Sequence,SiteCode,ArrivalTime,WaitingTime,ServiceTime,DepartureTime,Delivered,cbm,start,end,group
Null,VEH_1115,3,O_495,Null,Null,Null,Null,Null,0.0,0,1440,-1
MF2305256365186,VEH_1115,4,D_2530,Null,Null,Null,Null,No,20.58,0,360,3
Null,VEH_1116,1,O_73,2023-05-15 12:00,0,0,2023-05-15 12:00,Null,0.0,0,1440,-1
MF2305316385737,VEH_1116,2,D_1568,Null,Null,Null,Null,No,19.73,1080,120,2
Null,VEH_1116,3,O_276,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230513B494227_001,VEH_1116,4,D_104,Null,Null,Null,Null,No,14.11,1080,120,3
Null,VEH_1116,5,O_129,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B495847_001,VEH_1116,6,D_233,Null,Null,Null,Null,No,23.79,0,360,2
Null,VEH_1118,1,O_73,2023-05-15 12:00,0,0,2023-05-15 12:00,Null,0.0,0,1440,-1
MF2305316383891,VEH_1118,2,D_1658,Null,Null,Null,Null,No,22.07,1080,120,1
Null,VEH_1118,3,O_276,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230513B493947_001,VEH_1118,4,D_52,Null,Null,Null,Null,No,24.36,0,360,2
Null,VEH_1120,1,O_73,2023-05-15 12:00,0,0,2023-05-15 12:00,Null,0.0,0,1440,-1
MF2305316384861,VEH_1120,2,D_1210,Null,Null,Null,Null,No,25.98,1080,120,0
Null,VEH_1121,1,O_73,2023-05-15 18:00,0,0,2023-05-15 18:00,Null,0.0,0,1440,-1
MF2305316385738,VEH_1121,2,D_1966,Null,Null,Null,Null,No,26.18,0,360,3
Null,VEH_1122,1,O_73,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
MF2305316385720,VEH_1122,2,D_1966,2023-05-15 10:52,0,60,2023-05-15 11:52,Yes,32.62,420,900,1
Null,VEH_1122,3,O_614,2023-05-15 12:52,0,0,2023-05-15 12:52,Null,0.0,0,1440,-1
MF2305176316926,VEH_1122,4,D_1424,2023-05-15 14:26,0,60,2023-05-15 15:26,Yes,27.79,600,1020,2
Null,VEH_1123,1,O_73,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
MF2305316383902,VEH_1123,2,D_1658,2023-05-15 11:06,114,60,2023-05-15 14:00,Yes,28.87,780,1080,1
Null,VEH_1123,3,O_495,2023-05-15 15:21,0,0,2023-05-15 15:21,Null,0.0,0,1440,-1
20230515B498483_001,VEH_1123,4,D_209,Null,Null,Null,Null,No,8.32,1080,120,2
Null,VEH_1123,5,O_276,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230513B494200_001,VEH_1123,6,D_72,Null,Null,Null,Null,No,30.07,1080,120,3
Null,VEH_1124,1,O_73,2023-05-15 12:00,0,0,2023-05-15 12:00,Null,0.0,0,1440,-1
MF2305316385701,VEH_1124,2,D_1568,2023-05-15 16:39,0,60,2023-05-15 17:39,Yes,28.36,780,1080,2
Null,VEH_1124,3,O_276,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B494738_001,VEH_1124,4,D_1,Null,Null,Null,Null,No,31.4,1080,120,3
Null,VEH_1124,5,O_276,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230513B494054_001,VEH_1124,6,D_107,Null,Null,Null,Null,No,29.94,1080,120,3
Null,VEH_1128,1,O_73,2023-05-15 18:00,0,0,2023-05-15 18:00,Null,0.0,0,1440,-1
MF2305316383899,VEH_1128,2,D_1714,Null,Null,Null,Null,No,27.29,1080,120,3
Null,VEH_1202,1,O_819,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
MF2305166312782,VEH_1202,2,D_1426,2023-05-15 03:25,215,60,2023-05-15 08:00,Yes,26.59,420,900,0
Null,VEH_1202,3,O_26,2023-05-15 09:06,0,0,2023-05-15 09:06,Null,0.0,0,1440,-1
20230515B495621_001,VEH_1202,4,D_233,2023-05-15 09:54,0,60,2023-05-15 10:54,Yes,20.22,420,900,0
Null,VEH_1202,5,O_800,2023-05-15 12:38,0,0,2023-05-15 12:38,Null,0.0,0,1440,-1
20230515B495686_001,VEH_1202,6,D_1,2023-05-15 13:41,0,60,2023-05-15 14:41,Yes,23.47,600,1020,2
Null,VEH_1202,7,O_276,2023-05-15 14:51,0,0,2023-05-15 14:51,Null,0.0,0,1440,-1
20230513B494267_001,VEH_1202,8,D_95,Null,Null,Null,Null,No,20.55,1080,120,1
Null,VEH_1203,1,O_819,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
MF2305166312772,VEH_1203,2,D_1410,2023-05-15 05:22,278,60,2023-05-15 11:00,Yes,24.12,600,1020,0
Null,VEH_1204,1,O_819,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
MF2305166312812,VEH_1204,2,D_1678,2023-05-15 10:05,0,60,2023-05-15 11:05,Yes,17.1,420,900,1
Null,VEH_1204,3,O_800,2023-05-15 14:05,0,0,2023-05-15 14:05,Null,0.0,0,1440,-1
20230515B498215_001,VEH_1204,4,D_74,2023-05-15 13:52,0,60,2023-05-15 14:52,Yes,22.35,780,1080,2
Null,VEH_1204,5,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B498174_001,VEH_1204,6,D_194,Null,Null,Null,Null,No,21.2,0,360,1
Null,VEH_1205,1,O_819,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
MF2305166312774,VEH_1205,2,D_1410,2023-05-15 11:22,0,60,2023-05-15 12:22,Yes,19.31,600,1020,1
Null,VEH_1206,1,O_819,2023-05-15 12:00,0,0,2023-05-15 12:00,Null,0.0,0,1440,-1
MF2305156311429,VEH_1206,2,D_1359,2023-05-15 14:43,0,60,2023-05-15 15:43,Yes,21.73,420,900,2
Null,VEH_1206,3,O_26,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B498438_001,VEH_1206,4,D_109,Null,Null,Null,Null,No,17.55,0,360,3
Null,VEH_1302,1,O_276,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230515B494741_001,VEH_1302,2,D_1,2023-05-15 00:11,0,60,2023-05-15 01:11,Yes,16.96,0,360,0
20230513B494105_001,VEH_1302,3,D_121,2023-05-15 03:19,221,60,2023-05-15 08:00,Yes,9.71,420,900,0
Null,VEH_1302,4,O_800,2023-05-15 08:28,0,0,2023-05-15 08:28,Null,0.0,0,1440,-1
20230515B497198_001,VEH_1302,5,D_31,2023-05-15 08:39,0,60,2023-05-15 09:39,Yes,21.8,420,900,0
Null,VEH_1302,6,O_800,2023-05-15 12:50,0,0,2023-05-15 12:50,Null,0.0,0,1440,-1
20230515B497160_001,VEH_1302,7,D_111,Null,Null,Null,Null,No,17.33,1080,120,1
Null,VEH_1303,1,O_276,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230513B494265_001,VEH_1303,2,D_163,2023-05-15 01:43,0,60,2023-05-15 02:43,Yes,16.64,0,360,0
20230513B494192_001,VEH_1303,3,D_64,2023-05-15 08:05,115,60,2023-05-15 11:00,Yes,9.2,600,1020,0
Null,VEH_1304,1,O_276,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230513B494283_001,VEH_1304,2,D_100,2023-05-15 01:54,0,60,2023-05-15 02:54,Yes,13.51,0,360,0
20230513B494570_001,VEH_1304,3,D_6,2023-05-15 05:06,114,60,2023-05-15 08:00,Yes,13.47,420,900,0
Null,VEH_1304,4,O_276,2023-05-15 08:52,0,0,2023-05-15 08:52,Null,0.0,0,1440,-1
20230513B494124_001,VEH_1304,5,D_191,2023-05-15 10:05,0,60,2023-05-15 11:05,Yes,17.41,600,1020,0
Null,VEH_1304,6,O_26,2023-05-15 12:21,0,0,2023-05-15 12:21,Null,0.0,0,1440,-1
20230515B497087_001,VEH_1304,7,D_209,2023-05-15 14:15,0,60,2023-05-15 15:15,Yes,9.57,600,1020,2
20230515B498450_001,VEH_1304,8,D_209,2023-05-15 14:15,0,60,2023-05-15 15:15,Yes,17.33,420,900,2
Null,VEH_1304,9,O_276,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230513B494132_001,VEH_1304,10,D_15,Null,Null,Null,Null,No,21.28,0,360,1
Null,VEH_1305,1,O_276,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230513B494584_001,VEH_1305,2,D_146,2023-05-15 02:22,0,60,2023-05-15 03:22,Yes,24.84,0,360,0
Null,VEH_1305,3,O_800,2023-05-15 06:49,0,0,2023-05-15 06:49,Null,0.0,0,1440,-1
20230515B497267_001,VEH_1305,4,D_1,2023-05-15 08:22,0,60,2023-05-15 09:22,Yes,21.02,420,900,1
Null,VEH_1305,5,O_276,2023-05-15 12:10,0,0,2023-05-15 12:10,Null,0.0,0,1440,-1
20230513B494165_001,VEH_1305,6,D_41,2023-05-15 14:35,0,60,2023-05-15 15:35,Yes,20.33,780,1080,2
Null,VEH_1305,7,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B497550_001,VEH_1305,8,D_118,Null,Null,Null,Null,No,19.15,1080,120,3
Null,VEH_1306,1,O_276,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230515B495454_001,VEH_1306,2,D_150,2023-05-15 02:22,0,60,2023-05-15 03:22,Yes,17.85,0,360,0
Null,VEH_1306,3,O_800,2023-05-15 07:14,0,0,2023-05-15 07:14,Null,0.0,0,1440,-1
20230515B498507_001,VEH_1306,4,D_209,2023-05-15 08:09,111,60,2023-05-15 11:00,Yes,19.57,600,1020,1
Null,VEH_1306,5,O_276,2023-05-15 12:22,0,0,2023-05-15 12:22,Null,0.0,0,1440,-1
20230513B494335_001,VEH_1306,6,D_113,2023-05-15 14:42,0,60,2023-05-15 15:42,Yes,23.98,600,1020,2
Null,VEH_1306,7,O_279,Null,Null,Null,Null,Null,0.0,0,1440,-1
M18405935,VEH_1306,8,D_310,Null,Null,Null,Null,No,23.44,0,360,3
Null,VEH_1307,1,O_276,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230513B494261_001,VEH_1307,2,D_54,2023-05-15 02:51,0,60,2023-05-15 03:51,Yes,19.47,0,360,0
Null,VEH_1307,3,O_800,2023-05-15 07:11,0,0,2023-05-15 07:11,Null,0.0,0,1440,-1
20230515B498153_001,VEH_1307,4,D_117,2023-05-15 06:54,6,60,2023-05-15 08:00,Yes,19.38,420,900,1
Null,VEH_1307,5,O_279,2023-05-15 12:19,0,0,2023-05-15 12:19,Null,0.0,0,1440,-1
M18406377,VEH_1307,6,D_435,Null,Null,Null,Null,No,17.04,1080,120,2
Null,VEH_1307,7,O_288,Null,Null,Null,Null,Null,0.0,0,1440,-1
PND000017,VEH_1307,8,D_2909,Null,Null,Null,Null,No,21.97,0,360,3
Null,VEH_1308,1,O_276,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230513B494482_001,VEH_1308,2,D_95,2023-05-15 02:55,0,60,2023-05-15 03:55,Yes,18.06,0,360,0
Null,VEH_1308,3,O_279,2023-05-15 06:21,0,0,2023-05-15 06:21,Null,0.0,0,1440,-1
M18406334,VEH_1308,4,D_385,2023-05-15 10:58,0,60,2023-05-15 11:58,Yes,20.43,600,1020,1
Null,VEH_1308,5,O_641,2023-05-15 12:31,0,0,2023-05-15 12:31,Null,0.0,0,1440,-1
MF2305186339757,VEH_1308,6,D_1654,Null,Null,Null,Null,No,24.55,1080,120,2
Null,VEH_1308,7,O_276,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230513B494246_001,VEH_1308,8,D_57,Null,Null,Null,Null,No,22.22,0,360,3
Null,VEH_1309,1,O_276,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230513B494024_001,VEH_1309,2,D_96,2023-05-15 02:58,0,60,2023-05-15 03:58,Yes,20.38,0,360,0
Null,VEH_1309,3,O_62,2023-05-15 06:55,0,0,2023-05-15 06:55,Null,0.0,0,1440,-1
20230515B497984_001,VEH_1309,4,D_108,2023-05-15 07:22,0,60,2023-05-15 08:22,Yes,19.02,420,900,1
Null,VEH_1309,5,O_800,2023-05-15 12:44,0,0,2023-05-15 12:44,Null,0.0,0,1440,-1
MF2305176324261,VEH_1309,6,D_1916,Null,Null,Null,Null,No,23.64,1080,120,0
Null,VEH_1310,1,O_276,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230515B494656_001,VEH_1310,2,D_5,2023-05-15 03:31,0,60,2023-05-15 04:31,Yes,21.81,0,360,0
Null,VEH_1310,3,O_42,2023-05-15 07:07,0,0,2023-05-15 07:07,Null,0.0,0,1440,-1
MF2305186339739,VEH_1310,4,D_1654,2023-05-15 09:55,5,60,2023-05-15 11:00,Yes,16.32,600,1020,1
Null,VEH_1310,5,O_276,2023-05-15 13:06,0,0,2023-05-15 13:06,Null,0.0,0,1440,-1
20230513B494459_001,VEH_1310,6,D_181,2023-05-15 14:18,0,60,2023-05-15 15:18,Yes,21.09,600,1020,2
Null,VEH_1311,1,O_276,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230515B494843_001,VEH_1311,2,D_88,2023-05-15 04:02,0,60,2023-05-15 05:02,Yes,19.15,0,360,0
Null,VEH_1311,3,O_640,2023-05-15 06:39,0,0,2023-05-15 06:39,Null,0.0,0,1440,-1
MF2305166311983,VEH_1311,4,D_1341,2023-05-15 11:29,0,60,2023-05-15 12:29,Yes,26.17,600,1020,1
Null,VEH_1311,5,O_390,2023-05-15 13:02,0,0,2023-05-15 13:02,Null,0.0,0,1440,-1
MF2305166314460,VEH_1311,6,D_2134,Null,Null,Null,Null,No,24.02,1080,120,2
Null,VEH_1312,1,O_276,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230513B493991_001,VEH_1312,2,D_83,2023-05-15 03:23,217,60,2023-05-15 08:00,Yes,13.01,420,900,0
20230513B494140_001,VEH_1312,3,D_34,2023-05-15 11:39,81,60,2023-05-15 14:00,Yes,13.47,780,1080,0
Null,VEH_1312,4,O_68,2023-05-15 14:39,0,0,2023-05-15 14:39,Null,0.0,0,1440,-1
20230515B498540_001,VEH_1312,5,D_56,Null,Null,Null,Null,No,23.34,1080,120,2
Null,VEH_1313,1,O_276,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230513B494062_001,VEH_1313,2,D_177,2023-05-15 01:43,317,60,2023-05-15 08:00,Yes,16.89,420,900,0
Null,VEH_1313,3,O_800,2023-05-15 08:49,0,0,2023-05-15 08:49,Null,0.0,0,1440,-1
20230515B495978_001,VEH_1313,4,D_233,2023-05-15 08:45,75,60,2023-05-15 11:00,Yes,18.64,600,1020,1
Null,VEH_1313,5,O_495,2023-05-15 12:50,0,0,2023-05-15 12:50,Null,0.0,0,1440,-1
20230515B498469_001,VEH_1313,6,D_137,Null,Null,Null,Null,No,20.31,1080,120,1
Null,VEH_1313,7,O_26,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B495617_001,VEH_1313,8,D_233,Null,Null,Null,Null,No,24.19,600,1020,2
Null,VEH_1314,1,O_276,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230513B494115_001,VEH_1314,2,D_20,2023-05-15 04:20,160,60,2023-05-15 08:00,Yes,22.82,420,900,0
Null,VEH_1315,1,O_276,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230513B494212_001,VEH_1315,2,D_243,2023-05-15 01:58,302,60,2023-05-15 08:00,Yes,25.32,420,900,0
Null,VEH_1315,3,O_276,2023-05-15 09:59,0,0,2023-05-15 09:59,Null,0.0,0,1440,-1
20230513B494290_001,VEH_1315,4,D_38,2023-05-15 10:41,0,60,2023-05-15 11:41,Yes,18.86,420,900,1
Null,VEH_1315,5,O_800,2023-05-15 12:23,0,0,2023-05-15 12:23,Null,0.0,0,1440,-1
20230515B497261_001,VEH_1315,6,D_1,Null,Null,Null,Null,No,19.2,1080,120,1
Null,VEH_1315,7,O_276,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230513B494221_001,VEH_1315,8,D_182,Null,Null,Null,Null,No,17.43,0,360,2
Null,VEH_1316,1,O_276,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230513B494401_001,VEH_1316,2,D_78,2023-05-15 02:10,290,60,2023-05-15 08:00,Yes,24.67,420,900,0
Null,VEH_1316,3,O_129,2023-05-15 08:03,0,0,2023-05-15 08:03,Null,0.0,0,1440,-1
20230515B495844_001,VEH_1316,4,D_233,2023-05-15 09:01,0,60,2023-05-15 10:01,Yes,16.84,420,900,0
Null,VEH_1316,5,O_495,2023-05-15 12:50,0,0,2023-05-15 12:50,Null,0.0,0,1440,-1
20230515B498475_001,VEH_1316,6,D_109,2023-05-15 14:19,0,60,2023-05-15 15:19,Yes,21.32,600,1020,2
Null,VEH_1316,7,O_276,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230513B494543_001,VEH_1316,8,D_77,Null,Null,Null,Null,No,22.58,0,360,2
Null,VEH_1317,1,O_276,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230513B494624_001,VEH_1317,2,D_160,2023-05-15 01:20,340,60,2023-05-15 08:00,Yes,26.3,420,900,0
Null,VEH_1317,3,O_276,2023-05-15 09:15,0,0,2023-05-15 09:15,Null,0.0,0,1440,-1
20230513B494107_001,VEH_1317,4,D_3,2023-05-15 09:12,0,60,2023-05-15 10:12,Yes,26.38,420,900,1
Null,VEH_1317,5,O_800,2023-05-15 12:31,0,0,2023-05-15 12:31,Null,0.0,0,1440,-1
20230515B497315_001,VEH_1317,6,D_54,2023-05-15 13:04,0,60,2023-05-15 14:04,Yes,17.58,600,1020,2
Null,VEH_1318,1,O_276,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230513B494455_001,VEH_1318,2,D_56,2023-05-15 04:20,340,60,2023-05-15 11:00,Yes,21.78,600,1020,0
Null,VEH_1319,1,O_276,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
MF2305166314636,VEH_1319,2,D_1478,2023-05-15 04:02,358,60,2023-05-15 11:00,Yes,21.95,600,1020,0
Null,VEH_1320,1,O_276,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230513B494241_001,VEH_1320,2,D_55,2023-05-15 08:54,66,60,2023-05-15 11:00,Yes,15.17,600,1020,0
Null,VEH_1320,3,O_279,2023-05-15 12:21,0,0,2023-05-15 12:21,Null,0.0,0,1440,-1
M18405859,VEH_1320,4,D_262,2023-05-15 16:55,0,60,2023-05-15 17:55,Yes,23.44,780,1080,2
Null,VEH_1321,1,O_276,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230513B494183_001,VEH_1321,2,D_138,2023-05-15 09:52,8,60,2023-05-15 11:00,Yes,22.54,600,1020,0
Null,VEH_1321,3,O_68,2023-05-15 13:45,0,0,2023-05-15 13:45,Null,0.0,0,1440,-1
MF2305046223586,VEH_1321,4,D_1567,Null,Null,Null,Null,No,17.41,1080,120,1
Null,VEH_1323,1,O_276,2023-05-15 12:00,0,0,2023-05-15 12:00,Null,0.0,0,1440,-1
20230513B494269_001,VEH_1323,2,D_55,2023-05-15 14:54,0,60,2023-05-15 15:54,Yes,20.36,420,900,2
Null,VEH_1323,3,O_279,Null,Null,Null,Null,Null,0.0,0,1440,-1
M18406372,VEH_1323,4,D_395,Null,Null,Null,Null,No,25.94,0,360,1
Null,VEH_1326,1,O_276,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230513B494111_001,VEH_1326,2,D_112,2023-05-15 08:54,0,60,2023-05-15 09:54,Yes,17.65,420,900,1
20230515B494932_001,VEH_1326,3,D_104,Null,Null,Null,Null,No,9.23,0,360,1
Null,VEH_1329,1,O_276,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230513B494289_001,VEH_1329,2,D_171,2023-05-15 09:10,50,60,2023-05-15 11:00,Yes,23.68,600,1020,0
Null,VEH_1329,3,O_800,2023-05-15 13:28,0,0,2023-05-15 13:28,Null,0.0,0,1440,-1
20230515B497205_001,VEH_1329,4,D_32,2023-05-15 12:44,16,60,2023-05-15 14:00,Yes,24.25,780,1080,2
Null,VEH_1330,1,O_276,2023-05-15 12:00,0,0,2023-05-15 12:00,Null,0.0,0,1440,-1
20230513B494133_001,VEH_1330,2,D_30,2023-05-15 14:28,0,60,2023-05-15 15:28,Yes,23.9,420,900,2
Null,VEH_1330,3,O_62,Null,Null,Null,Null,Null,0.0,0,1440,-1
M18407933,VEH_1330,4,D_293,Null,Null,Null,Null,No,14.45,1080,120,3
Null,VEH_1331,1,O_276,2023-05-15 18:00,0,0,2023-05-15 18:00,Null,0.0,0,1440,-1
20230513B494123_001,VEH_1331,2,D_6,Null,Null,Null,Null,No,14.89,0,360,3
20230513B494009_001,VEH_1331,3,D_189,Null,Null,Null,Null,No,9.99,780,1080,3
Null,VEH_1335,1,O_276,2023-05-15 12:00,0,0,2023-05-15 12:00,Null,0.0,0,1440,-1
20230513B494185_001,VEH_1335,2,D_54,2023-05-15 14:51,0,60,2023-05-15 15:51,Yes,15.61,600,1020,2
N_20230513922570,VEH_1335,3,D_54,2023-05-15 14:51,0,60,2023-05-15 15:51,Yes,9.75,420,900,2
Null,VEH_1336,1,O_276,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
N_20230513922577,VEH_1336,2,D_162,2023-05-15 08:59,61,60,2023-05-15 11:00,Yes,15.28,600,1020,0
Null,VEH_1336,3,O_62,2023-05-15 13:07,0,0,2023-05-15 13:07,Null,0.0,0,1440,-1
20230515B497993_001,VEH_1336,4,D_233,2023-05-15 13:51,0,60,2023-05-15 14:51,Yes,21.63,780,1080,2
Null,VEH_1336,5,O_495,Null,Null,Null,Null,Null,0.0,0,1440,-1
MF2305156308958,VEH_1336,6,D_1598,Null,Null,Null,Null,No,22.41,0,360,1
Null,VEH_1338,1,O_276,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230513B494141_001,VEH_1338,2,D_35,2023-05-15 08:07,0,60,2023-05-15 09:07,Yes,23.4,420,900,1
Null,VEH_1338,3,O_68,2023-05-15 12:31,0,0,2023-05-15 12:31,Null,0.0,0,1440,-1
20230515B498536_001,VEH_1338,4,D_70,2023-05-15 14:33,0,60,2023-05-15 15:33,Yes,24.8,420,900,2
Null,VEH_1343,1,O_276,2023-05-15 12:00,0,0,2023-05-15 12:00,Null,0.0,0,1440,-1
MF2305166312381,VEH_1343,2,D_1788,Null,Null,Null,Null,No,24.06,1080,120,1
Null,VEH_1343,3,O_68,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B498537_001,VEH_1343,4,D_70,Null,Null,Null,Null,No,21.12,0,360,3
Null,VEH_1344,1,O_276,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230513B494152_001,VEH_1344,2,D_112,2023-05-15 08:54,66,60,2023-05-15 11:00,Yes,18.22,600,1020,0
Null,VEH_1344,3,O_26,2023-05-15 12:51,0,0,2023-05-15 12:51,Null,0.0,0,1440,-1
20230515B498428_001,VEH_1344,4,D_1,2023-05-15 14:50,0,60,2023-05-15 15:50,Yes,14.0,600,1020,2
Null,VEH_1344,5,O_276,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230513B494035_001,VEH_1344,6,D_99,Null,Null,Null,Null,No,12.12,600,1020,3
Null,VEH_1344,7,O_276,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230513B494188_001,VEH_1344,8,D_29,Null,Null,Null,Null,No,19.89,0,360,1
Null,VEH_1345,1,O_276,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230513B494300_001,VEH_1345,2,D_175,2023-05-15 10:24,0,60,2023-05-15 11:24,Yes,20.89,420,900,1
Null,VEH_1345,3,O_42,Null,Null,Null,Null,Null,0.0,0,1440,-1
MF2305186339743,VEH_1345,4,D_1184,Null,Null,Null,Null,No,25.06,0,360,3
Null,VEH_1346,1,O_276,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
M18406157,VEH_1346,2,D_410,2023-05-15 10:11,0,60,2023-05-15 11:11,Yes,22.66,600,1020,1
Null,VEH_1346,3,O_537,2023-05-15 12:12,0,0,2023-05-15 12:12,Null,0.0,0,1440,-1
MF2305186339731,VEH_1346,4,D_1184,Null,Null,Null,Null,No,24.55,780,1080,2
Null,VEH_1346,5,O_276,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B495557_001,VEH_1346,6,D_63,Null,Null,Null,Null,No,17.14,0,360,1
Null,VEH_1347,1,O_276,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230513B494172_001,VEH_1347,2,D_194,2023-05-15 08:57,63,60,2023-05-15 11:00,Yes,19.46,600,1020,1
Null,VEH_1347,3,O_800,2023-05-15 13:17,0,0,2023-05-15 13:17,Null,0.0,0,1440,-1
20230515B497745_001,VEH_1347,4,D_87,2023-05-15 12:31,29,60,2023-05-15 14:00,Yes,26.08,780,1080,2
Null,VEH_1348,1,O_276,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230513B493942_001,VEH_1348,2,D_196,2023-05-15 08:35,265,60,2023-05-15 14:00,Yes,17.83,780,1080,1
Null,VEH_1348,3,O_800,2023-05-15 15:05,0,0,2023-05-15 15:05,Null,0.0,0,1440,-1
20230515B497737_001,VEH_1348,4,D_146,2023-05-15 14:22,0,60,2023-05-15 15:22,Yes,15.71,780,1080,1
Null,VEH_1348,5,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
MF2305166311752,VEH_1348,6,D_1383,Null,Null,Null,Null,No,12.39,1080,120,3
Null,VEH_1349,1,O_276,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230513B494041_001,VEH_1349,2,D_171,2023-05-15 09:10,230,60,2023-05-15 14:00,Yes,19.6,780,1080,1
Null,VEH_1349,3,O_800,2023-05-15 15:28,0,0,2023-05-15 15:28,Null,0.0,0,1440,-1
20230515B497583_001,VEH_1349,4,D_170,2023-05-15 14:12,0,60,2023-05-15 15:12,Yes,17.67,780,1080,2
Null,VEH_1350,1,O_276,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230513B494049_001,VEH_1350,2,D_63,2023-05-15 09:37,203,60,2023-05-15 14:00,Yes,17.41,780,1080,1
Null,VEH_1350,3,O_73,2023-05-15 14:00,0,0,2023-05-15 14:00,Null,0.0,0,1440,-1
MF2305156311408,VEH_1350,4,D_1341,Null,Null,Null,Null,No,24.17,1080,120,0
Null,VEH_1350,5,O_672,Null,Null,Null,Null,Null,0.0,0,1440,-1
MF2305156309300,VEH_1350,6,D_1250,Null,Null,Null,Null,No,22.38,0,360,1
Null,VEH_1351,1,O_276,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230513B494083_001,VEH_1351,2,D_18,2023-05-15 08:49,251,60,2023-05-15 14:00,Yes,23.25,780,1080,1
Null,VEH_1351,3,O_279,2023-05-15 14:22,0,0,2023-05-15 14:22,Null,0.0,0,1440,-1
M18406319,VEH_1351,4,D_883,Null,Null,Null,Null,No,17.18,1080,120,2
Null,VEH_1351,5,O_276,Null,Null,Null,Null,Null,0.0,0,1440,-1
