ORD_NO,VehicleID,Sequence,SiteCode,ArrivalTime,WaitingTime,ServiceTime,DepartureTime,Delivered,cbm,start,end,group
Null,VEH_1310,1,O_276,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230515B494656_001,VEH_1310,2,D_5,2023-05-15 03:31,0,60,2023-05-15 04:31,Yes,21.81,0,360,0
Null,VEH_1310,3,O_42,2023-05-15 07:07,0,0,2023-05-15 07:07,Null,0.0,0,1440,-1
MF2305186339739,VEH_1310,4,D_1654,2023-05-15 09:55,5,60,2023-05-15 11:00,Yes,16.32,600,1020,1
Null,VEH_1310,5,O_276,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230513B494459_001,VEH_1310,6,D_181,Null,Null,Null,Null,No,21.09,600,1020,2
Null,VEH_1311,1,O_276,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230515B494843_001,VEH_1311,2,D_88,2023-05-15 04:02,0,60,2023-05-15 05:02,Yes,19.15,0,360,0
Null,VEH_1311,3,O_640,2023-05-15 06:39,0,0,2023-05-15 06:39,Null,0.0,0,1440,-1
MF2305166311983,VEH_1311,4,D_1341,Null,Null,Null,Null,No,26.17,600,1020,1
Null,VEH_1311,5,O_390,Null,Null,Null,Null,Null,0.0,0,1440,-1
MF2305166314460,VEH_1311,6,D_2134,Null,Null,Null,Null,No,24.02,1080,120,2
Null,VEH_1312,1,O_276,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230513B493991_001,VEH_1312,2,D_83,2023-05-15 03:23,217,60,2023-05-15 08:00,Yes,13.01,420,900,0
20230513B494140_001,VEH_1312,3,D_34,Null,Null,Null,Null,No,13.47,780,1080,0
Null,VEH_1312,4,O_68,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B498540_001,VEH_1312,5,D_56,Null,Null,Null,Null,No,23.34,1080,120,2
Null,VEH_1313,1,O_276,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230513B494062_001,VEH_1313,2,D_177,2023-05-15 01:43,317,60,2023-05-15 08:00,Yes,16.89,420,900,0
Null,VEH_1313,3,O_800,2023-05-15 08:49,0,0,2023-05-15 08:49,Null,0.0,0,1440,-1
20230515B495978_001,VEH_1313,4,D_233,2023-05-15 08:45,75,60,2023-05-15 11:00,Yes,18.64,600,1020,1
Null,VEH_1313,5,O_495,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B498469_001,VEH_1313,6,D_137,Null,Null,Null,Null,No,20.31,1080,120,1
Null,VEH_1313,7,O_26,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B495617_001,VEH_1313,8,D_233,Null,Null,Null,Null,No,24.19,600,1020,2
Null,VEH_1314,1,O_276,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230513B494115_001,VEH_1314,2,D_20,2023-05-15 04:20,160,60,2023-05-15 08:00,Yes,22.82,420,900,0
Null,VEH_1315,1,O_276,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230513B494212_001,VEH_1315,2,D_243,2023-05-15 01:58,302,60,2023-05-15 08:00,Yes,25.32,420,900,0
Null,VEH_1315,3,O_276,2023-05-15 09:59,0,0,2023-05-15 09:59,Null,0.0,0,1440,-1
20230513B494290_001,VEH_1315,4,D_38,2023-05-15 10:41,0,60,2023-05-15 11:41,Yes,18.86,420,900,1
Null,VEH_1315,5,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B497261_001,VEH_1315,6,D_1,Null,Null,Null,Null,No,19.2,1080,120,1
Null,VEH_1316,1,O_276,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230513B494401_001,VEH_1316,2,D_78,2023-05-15 02:10,290,60,2023-05-15 08:00,Yes,24.67,420,900,0
Null,VEH_1316,3,O_129,2023-05-15 08:03,0,0,2023-05-15 08:03,Null,0.0,0,1440,-1
20230515B495844_001,VEH_1316,4,D_233,2023-05-15 09:01,0,60,2023-05-15 10:01,Yes,16.84,420,900,0
Null,VEH_1316,5,O_495,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B498475_001,VEH_1316,6,D_109,Null,Null,Null,Null,No,21.32,600,1020,2
Null,VEH_1317,1,O_276,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230513B494624_001,VEH_1317,2,D_160,2023-05-15 01:20,340,60,2023-05-15 08:00,Yes,26.3,420,900,0
Null,VEH_1317,3,O_276,2023-05-15 09:15,0,0,2023-05-15 09:15,Null,0.0,0,1440,-1
20230513B494107_001,VEH_1317,4,D_3,2023-05-15 09:12,0,60,2023-05-15 10:12,Yes,26.38,420,900,1
Null,VEH_1317,5,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B497315_001,VEH_1317,6,D_54,Null,Null,Null,Null,No,17.58,600,1020,2
Null,VEH_1318,1,O_276,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230513B494455_001,VEH_1318,2,D_56,2023-05-15 04:20,340,60,2023-05-15 11:00,Yes,21.78,600,1020,0
Null,VEH_1319,1,O_276,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
MF2305166314636,VEH_1319,2,D_1478,2023-05-15 04:02,358,60,2023-05-15 11:00,Yes,21.95,600,1020,0
Null,VEH_1320,1,O_276,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230513B494241_001,VEH_1320,2,D_55,2023-05-15 08:54,66,60,2023-05-15 11:00,Yes,15.17,600,1020,0
Null,VEH_1320,3,O_279,Null,Null,Null,Null,Null,0.0,0,1440,-1
M18405859,VEH_1320,4,D_262,Null,Null,Null,Null,No,23.44,780,1080,2
Null,VEH_1321,1,O_276,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230513B494183_001,VEH_1321,2,D_138,2023-05-15 09:52,8,60,2023-05-15 11:00,Yes,22.54,600,1020,0
Null,VEH_1321,3,O_68,Null,Null,Null,Null,Null,0.0,0,1440,-1
MF2305046223586,VEH_1321,4,D_1567,Null,Null,Null,Null,No,17.41,1080,120,1
Null,VEH_1323,1,O_276,2023-05-15 12:00,0,0,2023-05-15 12:00,Null,0.0,0,1440,-1
20230513B494269_001,VEH_1323,2,D_55,Null,Null,Null,Null,No,20.36,420,900,2
Null,VEH_1326,1,O_276,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230513B494111_001,VEH_1326,2,D_112,2023-05-15 08:54,0,60,2023-05-15 09:54,Yes,17.65,420,900,1
20230515B494932_001,VEH_1326,3,D_104,Null,Null,Null,Null,No,9.23,0,360,1
Null,VEH_1329,1,O_276,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230513B494289_001,VEH_1329,2,D_171,2023-05-15 09:10,50,60,2023-05-15 11:00,Yes,23.68,600,1020,0
Null,VEH_1329,3,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B497205_001,VEH_1329,4,D_32,Null,Null,Null,Null,No,24.25,780,1080,2
Null,VEH_1330,1,O_276,2023-05-15 12:00,0,0,2023-05-15 12:00,Null,0.0,0,1440,-1
20230513B494133_001,VEH_1330,2,D_30,Null,Null,Null,Null,No,23.9,420,900,2
Null,VEH_1335,1,O_276,2023-05-15 12:00,0,0,2023-05-15 12:00,Null,0.0,0,1440,-1
20230513B494185_001,VEH_1335,2,D_54,Null,Null,Null,Null,No,15.61,600,1020,2
N_20230513922570,VEH_1335,3,D_54,Null,Null,Null,Null,No,9.75,420,900,2
Null,VEH_1336,1,O_276,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
N_20230513922577,VEH_1336,2,D_162,2023-05-15 08:59,61,60,2023-05-15 11:00,Yes,15.28,600,1020,0
Null,VEH_1336,3,O_62,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B497993_001,VEH_1336,4,D_233,Null,Null,Null,Null,No,21.63,780,1080,2
Null,VEH_1338,1,O_276,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230513B494141_001,VEH_1338,2,D_35,2023-05-15 08:07,0,60,2023-05-15 09:07,Yes,23.4,420,900,1
Null,VEH_1338,3,O_68,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B498536_001,VEH_1338,4,D_70,Null,Null,Null,Null,No,24.8,420,900,2
Null,VEH_1343,1,O_276,2023-05-15 12:00,0,0,2023-05-15 12:00,Null,0.0,0,1440,-1
MF2305166312381,VEH_1343,2,D_1788,Null,Null,Null,Null,No,24.06,1080,120,1
Null,VEH_1344,1,O_276,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230513B494152_001,VEH_1344,2,D_112,2023-05-15 08:54,66,60,2023-05-15 11:00,Yes,18.22,600,1020,0
Null,VEH_1344,3,O_26,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B498428_001,VEH_1344,4,D_1,Null,Null,Null,Null,No,14.0,600,1020,2
Null,VEH_1345,1,O_276,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230513B494300_001,VEH_1345,2,D_175,2023-05-15 10:24,0,60,2023-05-15 11:24,Yes,20.89,420,900,1
Null,VEH_1346,1,O_276,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
M18406157,VEH_1346,2,D_410,2023-05-15 10:11,0,60,2023-05-15 11:11,Yes,22.66,600,1020,1
Null,VEH_1346,3,O_537,Null,Null,Null,Null,Null,0.0,0,1440,-1
MF2305186339731,VEH_1346,4,D_1184,Null,Null,Null,Null,No,24.55,780,1080,2
Null,VEH_1347,1,O_276,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230513B494172_001,VEH_1347,2,D_194,2023-05-15 08:57,63,60,2023-05-15 11:00,Yes,19.46,600,1020,1
Null,VEH_1347,3,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B497745_001,VEH_1347,4,D_87,Null,Null,Null,Null,No,26.08,780,1080,2
Null,VEH_1348,1,O_276,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230513B493942_001,VEH_1348,2,D_196,Null,Null,Null,Null,No,17.83,780,1080,1
Null,VEH_1348,3,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B497737_001,VEH_1348,4,D_146,Null,Null,Null,Null,No,15.71,780,1080,1
Null,VEH_1349,1,O_276,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230513B494041_001,VEH_1349,2,D_171,Null,Null,Null,Null,No,19.6,780,1080,1
Null,VEH_1349,3,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B497583_001,VEH_1349,4,D_170,Null,Null,Null,Null,No,17.67,780,1080,2
Null,VEH_1350,1,O_276,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230513B494049_001,VEH_1350,2,D_63,Null,Null,Null,Null,No,17.41,780,1080,1
Null,VEH_1350,3,O_73,Null,Null,Null,Null,Null,0.0,0,1440,-1
MF2305156311408,VEH_1350,4,D_1341,Null,Null,Null,Null,No,24.17,1080,120,0
Null,VEH_1351,1,O_276,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230513B494083_001,VEH_1351,2,D_18,Null,Null,Null,Null,No,23.25,780,1080,1
Null,VEH_1351,3,O_279,Null,Null,Null,Null,Null,0.0,0,1440,-1
M18406319,VEH_1351,4,D_883,Null,Null,Null,Null,No,17.18,1080,120,2
Null,VEH_1352,1,O_276,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
N_20230513933383,VEH_1352,2,D_73,2023-05-15 02:08,0,60,2023-05-15 03:08,Yes,30.62,0,360,0
Null,VEH_1352,3,O_276,2023-05-15 08:09,0,0,2023-05-15 08:09,Null,0.0,0,1440,-1
20230513B494169_001,VEH_1352,4,D_45,2023-05-15 10:38,0,60,2023-05-15 11:38,Yes,27.36,600,1020,0
Null,VEH_1352,5,O_45,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B498100_001,VEH_1352,6,D_12,Null,Null,Null,Null,No,22.98,420,900,2
Null,VEH_1353,1,O_276,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230513B494477_001,VEH_1353,2,D_121,2023-05-15 02:11,0,60,2023-05-15 03:11,Yes,28.26,0,360,0
Null,VEH_1353,3,O_800,2023-05-15 06:28,0,0,2023-05-15 06:28,Null,0.0,0,1440,-1
20230515B495759_001,VEH_1353,4,D_59,2023-05-15 06:30,30,60,2023-05-15 08:00,Yes,27.13,420,900,0
Null,VEH_1353,5,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B497470_001,VEH_1353,6,D_109,Null,Null,Null,Null,No,27.85,420,900,2
Null,VEH_1354,1,O_276,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230513B494110_001,VEH_1354,2,D_116,2023-05-15 02:41,0,60,2023-05-15 03:41,Yes,27.15,0,360,0
Null,VEH_1354,3,O_800,2023-05-15 07:09,0,0,2023-05-15 07:09,Null,0.0,0,1440,-1
20230515B497469_001,VEH_1354,4,D_109,2023-05-15 09:16,0,60,2023-05-15 10:16,Yes,28.33,420,900,1
Null,VEH_1354,5,O_276,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230513B494263_001,VEH_1354,6,D_93,Null,Null,Null,Null,No,30.56,600,1020,2
Null,VEH_1355,1,O_276,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230513B494255_001,VEH_1355,2,D_90,2023-05-15 04:20,0,60,2023-05-15 05:20,Yes,28.12,0,360,0
Null,VEH_1355,3,O_537,2023-05-15 06:48,0,0,2023-05-15 06:48,Null,0.0,0,1440,-1
M18406009,VEH_1355,4,D_376,2023-05-15 10:54,0,60,2023-05-15 11:54,Yes,30.11,600,1020,0
Null,VEH_1355,5,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B498311_001,VEH_1355,6,D_97,Null,Null,Null,Null,No,31.12,1080,120,0
Null,VEH_1356,1,O_276,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230513B494205_001,VEH_1356,2,D_144,2023-05-15 04:17,163,60,2023-05-15 08:00,Yes,27.87,420,900,0
Null,VEH_1356,3,O_537,Null,Null,Null,Null,Null,0.0,0,1440,-1
MF2305176323884,VEH_1356,4,D_1184,Null,Null,Null,Null,No,27.44,780,1080,0
Null,VEH_1357,1,O_276,2023-05-15 12:00,0,0,2023-05-15 12:00,Null,0.0,0,1440,-1
20230513B494112_001,VEH_1357,2,D_18,Null,Null,Null,Null,No,31.03,420,900,2
Null,VEH_1358,1,O_276,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230513B494119_001,VEH_1358,2,D_125,2023-05-15 08:54,0,60,2023-05-15 09:54,Yes,30.52,420,900,1
Null,VEH_1358,3,O_26,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B498444_001,VEH_1358,4,D_109,Null,Null,Null,Null,No,28.09,1080,120,0
Null,VEH_1359,1,O_276,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230513B494213_001,VEH_1359,2,D_74,2023-05-15 08:17,103,60,2023-05-15 11:00,Yes,30.96,600,1020,1
Null,VEH_1359,3,O_26,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B498435_001,VEH_1359,4,D_55,Null,Null,Null,Null,No,20.62,780,1080,0
Null,VEH_1360,1,O_276,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230513B494039_001,VEH_1360,2,D_170,2023-05-15 09:03,57,60,2023-05-15 11:00,Yes,28.77,600,1020,0
Null,VEH_1360,3,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B497262_001,VEH_1360,4,D_1,Null,Null,Null,Null,No,31.92,1080,120,2
Null,VEH_1361,1,O_276,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230513B494125_001,VEH_1361,2,D_8,Null,Null,Null,Null,No,15.56,780,1080,1
20230513B494147_001,VEH_1361,3,D_8,Null,Null,Null,Null,No,17.34,780,1080,1
Null,VEH_1361,4,O_26,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B498432_001,VEH_1361,5,D_1,Null,Null,Null,Null,No,30.53,780,1080,2
Null,VEH_1362,1,O_276,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230513B494206_001,VEH_1362,2,D_70,Null,Null,Null,Null,No,15.43,780,1080,1
20230513B494295_001,VEH_1362,3,D_63,Null,Null,Null,Null,No,16.6,780,1080,0
Null,VEH_1363,1,O_276,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230513B494220_001,VEH_1363,2,D_147,Null,Null,Null,Null,No,19.2,780,1080,1
20230513B493841_001,VEH_1363,3,D_18,Null,Null,Null,Null,No,12.35,780,1080,0
Null,VEH_1363,4,O_26,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B498403_001,VEH_1363,5,D_178,Null,Null,Null,Null,No,32.75,780,1080,2
Null,VEH_1364,1,O_276,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230513B494231_001,VEH_1364,2,D_41,Null,Null,Null,Null,No,20.69,780,1080,1
Null,VEH_1364,3,O_26,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B495616_001,VEH_1364,4,D_233,Null,Null,Null,Null,No,27.33,1080,120,1
Null,VEH_1365,1,O_276,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230513B494256_001,VEH_1365,2,D_157,Null,Null,Null,Null,No,21.23,780,1080,1
Null,VEH_1366,1,O_276,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230513B494296_001,VEH_1366,2,D_114,Null,Null,Null,Null,No,19.33,780,1080,1
20230513B494328_001,VEH_1366,3,D_32,Null,Null,Null,Null,No,13.27,780,1080,0
Null,VEH_1366,4,O_26,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B495817_001,VEH_1366,5,D_233,Null,Null,Null,Null,No,29.76,780,1080,0
Null,VEH_1367,1,O_276,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230513B494500_001,VEH_1367,2,D_98,Null,Null,Null,Null,No,31.45,780,1080,1
Null,VEH_1367,3,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B497369_001,VEH_1367,4,D_146,Null,Null,Null,Null,No,29.34,780,1080,0
Null,VEH_1368,1,O_276,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
M18406125,VEH_1368,2,D_410,Null,Null,Null,Null,No,23.44,780,1080,1
Null,VEH_1369,1,O_276,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
MF2305166312389,VEH_1369,2,D_1788,Null,Null,Null,Null,No,20.51,780,1080,1
Null,VEH_1370,1,O_276,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230513B493966_001,VEH_1370,2,D_67,Null,Null,Null,Null,No,20.83,780,1080,0
Null,VEH_1370,3,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B497245_001,VEH_1370,4,D_132,Null,Null,Null,Null,No,28.31,780,1080,2
Null,VEH_1371,1,O_276,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230513B494003_001,VEH_1371,2,D_56,Null,Null,Null,Null,No,30.79,780,1080,0
Null,VEH_1372,1,O_276,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230513B494012_001,VEH_1372,2,D_159,Null,Null,Null,Null,No,20.81,780,1080,0
Null,VEH_1373,1,O_276,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230513B494048_001,VEH_1373,2,D_63,Null,Null,Null,Null,No,18.23,780,1080,0
20230513B494324_001,VEH_1373,3,D_5,Null,Null,Null,Null,No,13.6,1080,120,1
Null,VEH_1374,1,O_276,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230513B494145_001,VEH_1374,2,D_38,Null,Null,Null,Null,No,32.02,780,1080,0
Null,VEH_1374,3,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B497349_001,VEH_1374,4,D_68,Null,Null,Null,Null,No,25.05,780,1080,0
Null,VEH_1375,1,O_276,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230513B494158_001,VEH_1375,2,D_26,Null,Null,Null,Null,No,20.03,780,1080,0
Null,VEH_1375,3,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B497436_001,VEH_1375,4,D_87,Null,Null,Null,Null,No,29.28,780,1080,2
Null,VEH_1376,1,O_276,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230513B494175_001,VEH_1376,2,D_196,Null,Null,Null,Null,No,28.88,780,1080,0
Null,VEH_1376,3,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B498269_001,VEH_1376,4,D_152,Null,Null,Null,Null,No,27.35,1080,120,2
Null,VEH_1377,1,O_276,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230513B494187_001,VEH_1377,2,D_27,Null,Null,Null,Null,No,27.46,780,1080,0
Null,VEH_1378,1,O_276,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230513B494201_001,VEH_1378,2,D_113,Null,Null,Null,Null,No,29.75,780,1080,0
Null,VEH_1378,3,O_279,Null,Null,Null,Null,Null,0.0,0,1440,-1
M18406371,VEH_1378,4,D_938,Null,Null,Null,Null,No,27.15,1080,120,0
Null,VEH_1379,1,O_276,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230513B494217_001,VEH_1379,2,D_146,Null,Null,Null,Null,No,22.39,780,1080,0
Null,VEH_1379,3,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B497370_001,VEH_1379,4,D_146,Null,Null,Null,Null,No,27.52,1080,120,1
Null,VEH_1380,1,O_276,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230513B494229_001,VEH_1380,2,D_83,Null,Null,Null,Null,No,25.75,780,1080,0
Null,VEH_1381,1,O_276,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230513B494248_001,VEH_1381,2,D_60,Null,Null,Null,Null,No,20.43,780,1080,0
Null,VEH_1381,3,O_276,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230513B494203_001,VEH_1381,4,D_68,Null,Null,Null,Null,No,31.17,1080,120,2
Null,VEH_1382,1,O_276,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230515B494925_001,VEH_1382,2,D_173,Null,Null,Null,Null,No,16.82,780,1080,0
20230513B493925_001,VEH_1382,3,D_206,Null,Null,Null,Null,No,13.65,1080,120,0
Null,VEH_1383,1,O_276,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
M18408074,VEH_1383,2,D_390,Null,Null,Null,Null,No,30.56,780,1080,0
Null,VEH_1384,1,O_276,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
MF2305166312379,VEH_1384,2,D_1788,Null,Null,Null,Null,No,22.69,780,1080,0
Null,VEH_1385,1,O_276,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
MF2305166312387,VEH_1385,2,D_1788,Null,Null,Null,Null,No,25.59,780,1080,0
Null,VEH_1387,1,O_276,2023-05-15 12:00,0,0,2023-05-15 12:00,Null,0.0,0,1440,-1
M18406153,VEH_1387,2,D_410,Null,Null,Null,Null,No,16.88,780,1080,2
20230513B494314_001,VEH_1387,3,D_50,Null,Null,Null,Null,No,15.6,1080,120,0
Null,VEH_1390,1,O_276,2023-05-15 12:00,0,0,2023-05-15 12:00,Null,0.0,0,1440,-1
20230513B494251_001,VEH_1390,2,D_61,Null,Null,Null,Null,No,29.53,1080,120,1
Null,VEH_1391,1,O_276,2023-05-15 12:00,0,0,2023-05-15 12:00,Null,0.0,0,1440,-1
20230515B494934_001,VEH_1391,2,D_105,Null,Null,Null,Null,No,30.89,600,1020,2
Null,VEH_1399,1,O_276,2023-05-15 12:00,0,0,2023-05-15 12:00,Null,0.0,0,1440,-1
20230513B494297_001,VEH_1399,2,D_231,Null,Null,Null,Null,No,27.95,600,1020,2
Null,VEH_1402,1,O_276,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230513B494478_001,VEH_1402,2,D_132,Null,Null,Null,Null,No,33.59,780,1080,1
Null,VEH_1402,3,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B497620_001,VEH_1402,4,D_81,Null,Null,Null,Null,No,33.74,780,1080,2
Null,VEH_1403,1,O_276,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
M18408068,VEH_1403,2,D_294,Null,Null,Null,Null,No,37.11,780,1080,1
Null,VEH_1404,1,O_276,2023-05-15 12:00,0,0,2023-05-15 12:00,Null,0.0,0,1440,-1
20230513B494311_001,VEH_1404,2,D_132,Null,Null,Null,Null,No,38.41,420,900,2
Null,VEH_1406,1,O_276,2023-05-15 12:00,0,0,2023-05-15 12:00,Null,0.0,0,1440,-1
20230513B494252_001,VEH_1406,2,D_62,Null,Null,Null,Null,No,25.05,1080,120,2
M18406151,VEH_1406,3,D_410,Null,Null,Null,Null,No,15.97,1080,120,0
Null,VEH_1411,1,O_276,2023-05-15 12:00,0,0,2023-05-15 12:00,Null,0.0,0,1440,-1
20230513B494634_001,VEH_1411,2,D_56,Null,Null,Null,Null,No,16.44,1080,120,2
20230513B494193_001,VEH_1411,3,D_64,Null,Null,Null,Null,No,25.37,1080,120,1
Null,VEH_1412,1,O_276,2023-05-15 12:00,0,0,2023-05-15 12:00,Null,0.0,0,1440,-1
20230513B494258_001,VEH_1412,2,D_159,Null,Null,Null,Null,No,15.75,600,1020,2
20230513B494299_001,VEH_1412,3,D_105,Null,Null,Null,Null,No,19.48,1080,120,0
Null,VEH_1416,1,O_276,2023-05-15 12:00,0,0,2023-05-15 12:00,Null,0.0,0,1440,-1
20230513B494277_001,VEH_1416,2,D_98,Null,Null,Null,Null,No,25.35,1080,120,1
20230513B494108_001,VEH_1416,3,D_4,Null,Null,Null,Null,No,16.64,0,360,2
Null,VEH_1420,1,O_276,2023-05-15 12:00,0,0,2023-05-15 12:00,Null,0.0,0,1440,-1
20230513B494176_001,VEH_1420,2,D_196,Null,Null,Null,Null,No,34.27,1080,120,1
Null,VEH_1553,1,O_428,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
MF2305306377254,VEH_1553,2,D_2722,2023-05-15 09:41,0,60,2023-05-15 10:41,Yes,22.09,420,900,1
Null,VEH_1553,3,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B497411_001,VEH_1553,4,D_41,Null,Null,Null,Null,No,22.25,420,900,2
Null,VEH_1652,1,O_555,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
MF2305156310820,VEH_1652,2,D_2100,2023-05-15 09:50,0,60,2023-05-15 10:50,Yes,23.29,420,900,1
