ORD_NO,VehicleID,Sequence,SiteCode,ArrivalTime,WaitingTime,ServiceTime,DepartureTime,Delivered,cbm,start,end,group
MF2305166314072,Null,Null,Null,Null,Null,Null,Null,Null,33.02,1080,120,0
MF2305166314225,Null,Null,Null,Null,Null,Null,Null,Null,29.79,600,1020,0
MF2305166314599,Null,Null,Null,Null,Null,Null,Null,Null,31.25,600,1020,0
MF2305176316930,Null,Null,Null,Null,Null,Null,Null,Null,11.51,780,1080,0
MF2305176316940,Null,Null,Null,Null,Null,Null,Null,Null,24.97,780,1080,0
MF2305176322241,Null,Null,Null,Null,Null,Null,Null,Null,33.84,420,900,0
MF2305176323884,Null,Null,Null,Null,Null,Null,Null,Null,27.44,780,1080,0
MF2305176324261,Null,Null,Null,Null,Null,Null,Null,Null,23.64,1080,120,0
MF2305186339193,Null,Null,Null,Null,Null,Null,Null,Null,29.55,420,900,0
MF2305186339735,Null,Null,Null,Null,Null,Null,Null,Null,24.83,600,1020,0
MF2305186339745,Null,Null,Null,Null,Null,Null,Null,Null,20.72,780,1080,0
MF2305236350935,Null,Null,Null,Null,Null,Null,Null,Null,21.57,1080,120,0
MF2305266369483,Null,Null,Null,Null,Null,Null,Null,Null,26.75,1080,120,0
MF2305306377252,Null,Null,Null,Null,Null,Null,Null,Null,29.13,420,900,0
MF2305316383901,Null,Null,Null,Null,Null,Null,Null,Null,32.38,0,360,0
MF2305316384861,Null,Null,Null,Null,Null,Null,Null,Null,25.98,1080,120,0
MF2305316384868,Null,Null,Null,Null,Null,Null,Null,Null,18.1,780,1080,0
MF2305316385706,Null,Null,Null,Null,Null,Null,Null,Null,10.97,1080,120,0
MF2305316385727,Null,Null,Null,Null,Null,Null,Null,Null,17.21,780,1080,0
PND000021,Null,Null,Null,Null,Null,Null,Null,Null,25.75,1080,120,0
PND000194,Null,Null,Null,Null,Null,Null,Null,Null,26.42,600,1020,0
PND000330,Null,Null,Null,Null,Null,Null,Null,Null,20.51,780,1080,0
