ORD_NO,VehicleID,Sequence,SiteCode,ArrivalTime,WaitingTime,ServiceTime,DepartureTime,Delivered,cbm,start,end,group
Null,VEH_1347,7,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B497504_001,VEH_1347,8,D_37,Null,Null,Null,Null,No,19.4,420,900,4
Null,VEH_1347,9,O_26,Null,Null,Null,Null,Null,0.0,0,1440,-1
M18408446,VEH_1347,10,D_565,Null,Null,Null,Null,No,15.33,0,360,4
Null,VEH_1348,1,O_276,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230513B493942_001,VEH_1348,2,D_196,2023-05-15 08:35,265,60,2023-05-15 14:00,Yes,17.83,780,1080,1
Null,VEH_1348,3,O_800,2023-05-15 15:05,0,0,2023-05-15 15:05,Null,0.0,0,1440,-1
20230515B497737_001,VEH_1348,4,D_146,2023-05-15 14:22,0,60,2023-05-15 15:22,Yes,15.71,780,1080,1
Null,VEH_1348,5,O_800,2023-05-15 18:49,0,0,2023-05-15 18:49,Null,0.0,0,1440,-1
MF2305166311752,VEH_1348,6,D_1383,2023-05-15 22:47,0,60,2023-05-15 23:47,Yes,12.39,1080,120,3
Null,VEH_1348,7,O_309,2023-05-16 01:06,0,0,2023-05-16 01:06,Null,0.0,0,1440,-1
20230516B000569_001,VEH_1348,8,D_109,2023-05-16 03:19,0,60,2023-05-16 04:19,Yes,15.85,0,360,4
Null,VEH_1348,9,O_276,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B494799_001,VEH_1348,10,D_72,Null,Null,Null,Null,No,24.73,600,1020,5
Null,VEH_1349,1,O_276,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230513B494041_001,VEH_1349,2,D_171,2023-05-15 09:10,230,60,2023-05-15 14:00,Yes,19.6,780,1080,1
Null,VEH_1349,3,O_800,2023-05-15 15:28,0,0,2023-05-15 15:28,Null,0.0,0,1440,-1
20230515B497583_001,VEH_1349,4,D_170,2023-05-15 14:12,0,60,2023-05-15 15:12,Yes,17.67,780,1080,2
Null,VEH_1349,5,O_40,2023-05-16 00:00,0,0,2023-05-16 00:00,Null,0.0,0,1440,-1
MF2305176316781,VEH_1349,6,D_1394,2023-05-16 01:49,0,60,2023-05-16 02:49,Yes,20.3,0,360,4
Null,VEH_1349,7,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230516B499779_001,VEH_1349,8,D_208,Null,Null,Null,Null,No,22.81,780,1080,5
Null,VEH_1349,9,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B498168_001,VEH_1349,10,D_11,Null,Null,Null,Null,No,16.76,420,900,5
Null,VEH_1350,1,O_276,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230513B494049_001,VEH_1350,2,D_63,2023-05-15 09:37,203,60,2023-05-15 14:00,Yes,17.41,780,1080,1
Null,VEH_1350,3,O_73,2023-05-15 14:00,0,0,2023-05-15 14:00,Null,0.0,0,1440,-1
MF2305156311408,VEH_1350,4,D_1341,2023-05-15 17:35,25,60,2023-05-15 19:00,Yes,24.17,1080,120,0
Null,VEH_1350,5,O_672,2023-05-15 19:08,0,0,2023-05-15 19:08,Null,0.0,0,1440,-1
MF2305156309300,VEH_1350,6,D_1250,2023-05-15 23:17,43,60,2023-05-16 01:00,Yes,22.38,0,360,1
Null,VEH_1351,1,O_276,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230513B494083_001,VEH_1351,2,D_18,2023-05-15 08:49,251,60,2023-05-15 14:00,Yes,23.25,780,1080,1
Null,VEH_1351,3,O_279,2023-05-15 14:22,0,0,2023-05-15 14:22,Null,0.0,0,1440,-1
M18406319,VEH_1351,4,D_883,2023-05-15 17:37,23,60,2023-05-15 19:00,Yes,17.18,1080,120,2
Null,VEH_1351,5,O_276,2023-05-15 20:37,0,0,2023-05-15 20:37,Null,0.0,0,1440,-1
20230515B494786_001,VEH_1351,6,D_113,2023-05-15 22:40,80,60,2023-05-16 01:00,Yes,19.8,0,360,2
Null,VEH_1351,7,O_279,2023-05-16 01:19,0,0,2023-05-16 01:19,Null,0.0,0,1440,-1
20230515B496551_001,VEH_1351,8,D_233,2023-05-16 02:33,0,60,2023-05-16 03:33,Yes,20.75,0,360,4
Null,VEH_1351,9,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B497209_001,VEH_1351,10,D_32,Null,Null,Null,Null,No,22.34,420,900,5
Null,VEH_1352,1,O_276,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
N_20230513933383,VEH_1352,2,D_73,2023-05-15 02:08,0,60,2023-05-15 03:08,Yes,30.62,0,360,0
Null,VEH_1352,3,O_276,2023-05-15 08:09,0,0,2023-05-15 08:09,Null,0.0,0,1440,-1
20230513B494169_001,VEH_1352,4,D_45,2023-05-15 10:38,0,60,2023-05-15 11:38,Yes,27.36,600,1020,0
Null,VEH_1352,5,O_45,2023-05-15 13:32,0,0,2023-05-15 13:32,Null,0.0,0,1440,-1
20230515B498100_001,VEH_1352,6,D_12,2023-05-15 14:14,0,60,2023-05-15 15:14,Yes,22.98,420,900,2
Null,VEH_1352,7,O_276,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B494762_001,VEH_1352,8,D_52,Null,Null,Null,Null,No,30.51,420,900,5
Null,VEH_1353,1,O_276,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230513B494477_001,VEH_1353,2,D_121,2023-05-15 02:11,0,60,2023-05-15 03:11,Yes,28.26,0,360,0
Null,VEH_1353,3,O_800,2023-05-15 06:28,0,0,2023-05-15 06:28,Null,0.0,0,1440,-1
20230515B495759_001,VEH_1353,4,D_59,2023-05-15 06:30,30,60,2023-05-15 08:00,Yes,27.13,420,900,0
Null,VEH_1353,5,O_800,2023-05-15 12:10,0,0,2023-05-15 12:10,Null,0.0,0,1440,-1
20230515B497470_001,VEH_1353,6,D_109,2023-05-15 14:37,0,60,2023-05-15 15:37,Yes,27.85,420,900,2
Null,VEH_1353,7,O_276,2023-05-15 18:50,0,0,2023-05-15 18:50,Null,0.0,0,1440,-1
20230513B494552_001,VEH_1353,8,D_146,2023-05-15 20:56,0,60,2023-05-15 21:56,Yes,28.51,1080,120,3
Null,VEH_1353,9,O_800,2023-05-16 00:49,0,0,2023-05-16 00:49,Null,0.0,0,1440,-1
20230515B497444_001,VEH_1353,10,D_198,2023-05-16 01:16,0,60,2023-05-16 02:16,Yes,27.74,1080,120,4
Null,VEH_1353,11,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230516B000519_001,VEH_1353,12,D_32,Null,Null,Null,Null,No,29.56,600,1020,5
Null,VEH_1354,1,O_276,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230513B494110_001,VEH_1354,2,D_116,2023-05-15 02:41,0,60,2023-05-15 03:41,Yes,27.15,0,360,0
Null,VEH_1354,3,O_800,2023-05-15 07:09,0,0,2023-05-15 07:09,Null,0.0,0,1440,-1
20230515B497469_001,VEH_1354,4,D_109,2023-05-15 09:16,0,60,2023-05-15 10:16,Yes,28.33,420,900,1
Null,VEH_1354,5,O_276,2023-05-15 12:50,0,0,2023-05-15 12:50,Null,0.0,0,1440,-1
20230513B494263_001,VEH_1354,6,D_93,2023-05-15 15:26,0,60,2023-05-15 16:26,Yes,30.56,600,1020,2
Null,VEH_1355,1,O_276,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230513B494255_001,VEH_1355,2,D_90,2023-05-15 04:20,0,60,2023-05-15 05:20,Yes,28.12,0,360,0
Null,VEH_1355,3,O_537,2023-05-15 06:48,0,0,2023-05-15 06:48,Null,0.0,0,1440,-1
M18406009,VEH_1355,4,D_376,2023-05-15 10:54,0,60,2023-05-15 11:54,Yes,30.11,600,1020,0
Null,VEH_1355,5,O_800,2023-05-15 13:18,0,0,2023-05-15 13:18,Null,0.0,0,1440,-1
20230515B498311_001,VEH_1355,6,D_97,2023-05-15 13:23,277,60,2023-05-15 19:00,Yes,31.12,1080,120,0
Null,VEH_1355,7,O_26,2023-05-15 19:12,0,0,2023-05-15 19:12,Null,0.0,0,1440,-1
20230515B498424_001,VEH_1355,8,D_130,2023-05-15 19:46,254,60,2023-05-16 01:00,Yes,27.6,0,360,2
Null,VEH_1355,9,O_279,2023-05-16 01:16,0,0,2023-05-16 01:16,Null,0.0,0,1440,-1
MF2305186334998,VEH_1355,10,D_1327,2023-05-16 01:51,0,60,2023-05-16 02:51,Yes,29.48,0,360,4
Null,VEH_1355,11,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
MF2305176316847,VEH_1355,12,D_1383,Null,Null,Null,Null,No,28.35,420,900,5
Null,VEH_1356,1,O_276,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230513B494205_001,VEH_1356,2,D_144,2023-05-15 04:17,163,60,2023-05-15 08:00,Yes,27.87,420,900,0
Null,VEH_1356,3,O_537,2023-05-15 12:31,0,0,2023-05-15 12:31,Null,0.0,0,1440,-1
MF2305176323884,VEH_1356,4,D_1184,2023-05-15 17:27,0,60,2023-05-15 18:27,Yes,27.44,780,1080,0
Null,VEH_1356,5,O_276,2023-05-15 20:09,0,0,2023-05-15 20:09,Null,0.0,0,1440,-1
20230513B494303_001,VEH_1356,6,D_205,2023-05-15 19:14,286,60,2023-05-16 01:00,Yes,29.07,0,360,3
Null,VEH_1356,7,O_19,2023-05-16 01:26,0,0,2023-05-16 01:26,Null,0.0,0,1440,-1
20230516B498978_013,VEH_1356,8,D_109,2023-05-16 03:25,0,60,2023-05-16 04:25,Yes,29.66,0,360,4
Null,VEH_1356,9,O_276,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230516B000902_001,VEH_1356,10,D_109,Null,Null,Null,Null,No,25.5,600,1020,4
Null,VEH_1357,1,O_276,2023-05-15 12:00,0,0,2023-05-15 12:00,Null,0.0,0,1440,-1
20230513B494112_001,VEH_1357,2,D_18,2023-05-15 14:49,0,60,2023-05-15 15:49,Yes,31.03,420,900,2
Null,VEH_1357,3,O_279,2023-05-15 18:22,0,0,2023-05-15 18:22,Null,0.0,0,1440,-1
M18405903,VEH_1357,4,D_276,2023-05-15 22:54,0,60,2023-05-15 23:54,Yes,27.66,1080,120,3
Null,VEH_1357,5,O_68,2023-05-16 00:34,0,0,2023-05-16 00:34,Null,0.0,0,1440,-1
MF2305176316605,VEH_1357,6,D_1832,2023-05-16 00:14,0,60,2023-05-16 01:14,Yes,20.56,1080,120,4
Null,VEH_1357,7,O_68,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230516B000916_001,VEH_1357,8,D_64,Null,Null,Null,Null,No,16.41,420,900,5
Null,VEH_1358,1,O_276,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230513B494119_001,VEH_1358,2,D_125,2023-05-15 08:54,0,60,2023-05-15 09:54,Yes,30.52,420,900,1
Null,VEH_1358,3,O_26,2023-05-15 12:36,0,0,2023-05-15 12:36,Null,0.0,0,1440,-1
20230515B498444_001,VEH_1358,4,D_109,2023-05-15 15:22,158,60,2023-05-15 19:00,Yes,28.09,1080,120,0
Null,VEH_1358,5,O_276,2023-05-15 19:50,0,0,2023-05-15 19:50,Null,0.0,0,1440,-1
20230513B494167_001,VEH_1358,6,D_135,2023-05-15 21:14,0,60,2023-05-15 22:14,Yes,27.34,1080,120,3
Null,VEH_1358,7,O_68,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B498547_001,VEH_1358,8,D_209,Null,Null,Null,Null,No,23.35,420,900,5
Null,VEH_1359,1,O_276,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230513B494213_001,VEH_1359,2,D_74,2023-05-15 08:17,103,60,2023-05-15 11:00,Yes,30.96,600,1020,1
Null,VEH_1359,3,O_26,2023-05-15 12:16,0,0,2023-05-15 12:16,Null,0.0,0,1440,-1
20230515B498435_001,VEH_1359,4,D_55,2023-05-15 12:42,18,60,2023-05-15 14:00,Yes,20.62,780,1080,0
Null,VEH_1359,5,O_279,2023-05-15 18:21,0,0,2023-05-15 18:21,Null,0.0,0,1440,-1
M18405902,VEH_1359,6,D_276,2023-05-15 22:53,67,60,2023-05-16 01:00,Yes,27.61,0,360,2
Null,VEH_1359,7,O_68,2023-05-16 01:34,0,0,2023-05-16 01:34,Null,0.0,0,1440,-1
MF2305176316593,VEH_1359,8,D_1226,2023-05-16 01:32,0,60,2023-05-16 02:32,Yes,26.95,0,360,4
Null,VEH_1359,9,O_68,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230516B000920_001,VEH_1359,10,D_70,Null,Null,Null,Null,No,17.04,600,1020,5
Null,VEH_1360,1,O_276,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230513B494039_001,VEH_1360,2,D_170,2023-05-15 09:03,57,60,2023-05-15 11:00,Yes,28.77,600,1020,0
Null,VEH_1360,3,O_800,2023-05-15 13:22,0,0,2023-05-15 13:22,Null,0.0,0,1440,-1
20230515B497262_001,VEH_1360,4,D_1,2023-05-15 15:02,178,60,2023-05-15 19:00,Yes,31.92,1080,120,2
Null,VEH_1360,5,O_276,2023-05-15 19:10,0,0,2023-05-15 19:10,Null,0.0,0,1440,-1
20230513B494210_001,VEH_1360,6,D_73,2023-05-15 21:02,178,60,2023-05-16 01:00,Yes,29.47,0,360,3
Null,VEH_1360,7,O_614,2023-05-16 01:45,0,0,2023-05-16 01:45,Null,0.0,0,1440,-1
MF2305176317212,VEH_1360,8,D_1397,2023-05-16 03:10,0,60,2023-05-16 04:10,Yes,27.45,0,360,4
Null,VEH_1360,9,O_279,Null,Null,Null,Null,Null,0.0,0,1440,-1
M18408577,VEH_1360,10,D_415,Null,Null,Null,Null,No,11.83,600,1020,5
20230516B499601_001,VEH_1360,11,D_37,Null,Null,Null,Null,No,20.48,420,900,5
Null,VEH_1361,1,O_276,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230513B494125_001,VEH_1361,2,D_8,2023-05-15 08:39,261,60,2023-05-15 14:00,Yes,15.56,780,1080,1
20230513B494147_001,VEH_1361,3,D_8,2023-05-15 08:39,261,60,2023-05-15 14:00,Yes,17.34,780,1080,1
Null,VEH_1361,4,O_26,2023-05-15 14:35,0,0,2023-05-15 14:35,Null,0.0,0,1440,-1
20230515B498432_001,VEH_1361,5,D_1,2023-05-15 16:35,0,60,2023-05-15 17:35,Yes,30.53,780,1080,2
Null,VEH_1361,6,O_276,2023-05-15 18:10,0,0,2023-05-15 18:10,Null,0.0,0,1440,-1
20230513B494164_001,VEH_1361,7,D_134,2023-05-15 20:45,195,60,2023-05-16 01:00,Yes,32.49,0,360,1
Null,VEH_1361,8,O_390,2023-05-16 02:39,0,0,2023-05-16 02:39,Null,0.0,0,1440,-1
20230516B000573_001,VEH_1361,9,D_108,2023-05-16 03:15,0,60,2023-05-16 04:15,Yes,21.17,0,360,4
Null,VEH_1361,10,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B495695_001,VEH_1361,11,D_136,Null,Null,Null,Null,No,17.02,420,900,5
20230515B495822_001,VEH_1361,12,D_13,Null,Null,Null,Null,No,14.22,420,900,5
Null,VEH_1362,1,O_276,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230513B494206_001,VEH_1362,2,D_70,2023-05-15 10:26,154,60,2023-05-15 14:00,Yes,15.43,780,1080,1
20230513B494295_001,VEH_1362,3,D_63,2023-05-15 16:30,0,60,2023-05-15 17:30,Yes,16.6,780,1080,0
Null,VEH_1362,4,O_73,2023-05-15 18:00,0,0,2023-05-15 18:00,Null,0.0,0,1440,-1
MF2305316383901,VEH_1362,5,D_1963,2023-05-15 22:11,109,60,2023-05-16 01:00,Yes,32.38,0,360,0
Null,VEH_1362,6,O_276,2023-05-16 03:05,0,0,2023-05-16 03:05,Null,0.0,0,1440,-1
20230515B495821_001,VEH_1362,7,D_8,2023-05-16 02:48,0,60,2023-05-16 03:48,Yes,28.41,0,360,4
Null,VEH_1362,8,O_279,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230516B499622_001,VEH_1362,9,D_37,Null,Null,Null,Null,No,18.91,420,900,5
Null,VEH_1363,1,O_276,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230513B494220_001,VEH_1363,2,D_147,2023-05-15 08:36,264,60,2023-05-15 14:00,Yes,19.2,780,1080,1
20230513B493841_001,VEH_1363,3,D_18,2023-05-15 15:02,0,60,2023-05-15 16:02,Yes,12.35,780,1080,0
Null,VEH_1363,4,O_26,2023-05-15 16:45,0,0,2023-05-15 16:45,Null,0.0,0,1440,-1
20230515B498403_001,VEH_1363,5,D_178,2023-05-15 16:44,0,60,2023-05-15 17:44,Yes,32.75,780,1080,2
Null,VEH_1363,6,O_279,2023-05-16 00:50,0,0,2023-05-16 00:50,Null,0.0,0,1440,-1
M18413879,VEH_1363,7,D_362,2023-05-16 00:33,0,60,2023-05-16 01:33,Yes,18.41,1080,120,4
Null,VEH_1363,8,O_279,Null,Null,Null,Null,Null,0.0,0,1440,-1
MF2305186339024,VEH_1363,9,D_1184,Null,Null,Null,Null,No,23.12,420,900,5
M18408517,VEH_1363,10,D_286,Null,Null,Null,Null,No,9.4,0,360,5
Null,VEH_1364,1,O_276,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230513B494231_001,VEH_1364,2,D_41,2023-05-15 08:38,262,60,2023-05-15 14:00,Yes,20.69,780,1080,1
Null,VEH_1364,3,O_26,2023-05-15 14:33,0,0,2023-05-15 14:33,Null,0.0,0,1440,-1
20230515B495616_001,VEH_1364,4,D_233,2023-05-15 15:16,164,60,2023-05-15 19:00,Yes,27.33,1080,120,1
Null,VEH_1364,5,O_495,2023-05-15 19:50,0,0,2023-05-15 19:50,Null,0.0,0,1440,-1
20230515B495069_001,VEH_1364,6,D_38,2023-05-15 19:41,259,60,2023-05-16 01:00,Yes,27.72,0,360,3
Null,VEH_1364,7,O_800,2023-05-16 01:23,0,0,2023-05-16 01:23,Null,0.0,0,1440,-1
MF2305176324329,VEH_1364,8,D_1338,Null,Null,Null,Null,No,27.22,0,360,4
Null,VEH_1364,9,O_68,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230516B000912_001,VEH_1364,10,D_29,Null,Null,Null,Null,No,28.02,600,1020,5
Null,VEH_1365,1,O_276,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230513B494256_001,VEH_1365,2,D_157,2023-05-15 10:00,180,60,2023-05-15 14:00,Yes,21.23,780,1080,1
Null,VEH_1365,3,O_42,2023-05-15 18:00,0,0,2023-05-15 18:00,Null,0.0,0,1440,-1
MF2305156309712,VEH_1365,4,D_1295,2023-05-15 23:24,0,60,2023-05-16 00:24,Yes,30.01,1080,120,2
Null,VEH_1365,5,O_19,2023-05-16 01:08,0,0,2023-05-16 01:08,Null,0.0,0,1440,-1
20230516B499564_001,VEH_1365,6,D_233,2023-05-16 01:40,0,60,2023-05-16 02:40,Yes,20.5,1080,120,4
Null,VEH_1365,7,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B495975_001,VEH_1365,8,D_233,Null,Null,Null,Null,No,22.69,420,900,3
Null,VEH_1366,1,O_276,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230513B494296_001,VEH_1366,2,D_114,2023-05-15 08:17,283,60,2023-05-15 14:00,Yes,19.33,780,1080,1
20230513B494328_001,VEH_1366,3,D_32,2023-05-15 14:45,0,60,2023-05-15 15:45,Yes,13.27,780,1080,0
Null,VEH_1366,4,O_26,2023-05-15 16:27,0,0,2023-05-15 16:27,Null,0.0,0,1440,-1
20230515B495817_001,VEH_1366,5,D_233,2023-05-15 17:14,0,60,2023-05-15 18:14,Yes,29.76,780,1080,0
Null,VEH_1366,6,O_495,2023-05-15 19:04,0,0,2023-05-15 19:04,Null,0.0,0,1440,-1
20230515B498486_001,VEH_1366,7,D_205,2023-05-15 18:45,315,60,2023-05-16 01:00,Yes,29.79,0,360,1
Null,VEH_1366,8,O_800,2023-05-16 01:29,0,0,2023-05-16 01:29,Null,0.0,0,1440,-1
N_20230515938877,VEH_1366,9,D_40,2023-05-16 01:31,0,60,2023-05-16 02:31,Yes,24.72,1080,120,4
Null,VEH_1366,10,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B495034_001,VEH_1366,11,D_108,Null,Null,Null,Null,No,23.16,420,900,5
20230516B498985_001,VEH_1366,12,D_108,Null,Null,Null,Null,No,5.58,780,1080,5
Null,VEH_1367,1,O_276,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230513B494500_001,VEH_1367,2,D_98,2023-05-15 07:38,322,60,2023-05-15 14:00,Yes,31.45,780,1080,1
Null,VEH_1367,3,O_800,2023-05-15 14:40,0,0,2023-05-15 14:40,Null,0.0,0,1440,-1
20230515B497369_001,VEH_1367,4,D_146,2023-05-15 15:10,0,60,2023-05-15 16:10,Yes,29.34,780,1080,0
Null,VEH_1367,5,O_800,2023-05-15 18:49,0,0,2023-05-15 18:49,Null,0.0,0,1440,-1
20230515B497331_001,VEH_1367,6,D_113,2023-05-15 18:58,0,60,2023-05-15 19:58,Yes,27.94,1080,120,3
Null,VEH_1367,7,O_279,2023-05-16 00:19,0,0,2023-05-16 00:19,Null,0.0,0,1440,-1
M18435244,VEH_1367,8,D_1178,2023-05-16 00:47,0,60,2023-05-16 01:47,Yes,21.49,0,360,4
Null,VEH_1367,9,O_26,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230516B498899_001,VEH_1367,10,D_108,Null,Null,Null,Null,No,19.99,420,900,5
Null,VEH_1368,1,O_276,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
M18406125,VEH_1368,2,D_410,2023-05-15 10:11,169,60,2023-05-15 14:00,Yes,23.44,780,1080,1
Null,VEH_1368,3,O_537,2023-05-15 18:12,0,0,2023-05-15 18:12,Null,0.0,0,1440,-1
MF2305156298395,VEH_1368,4,D_1245,2023-05-15 23:31,29,60,2023-05-16 01:00,Yes,28.74,0,360,0
Null,VEH_1368,5,O_800,2023-05-16 01:24,0,0,2023-05-16 01:24,Null,0.0,0,1440,-1
20230516B000243_001,VEH_1368,6,D_1,2023-05-16 02:56,0,60,2023-05-16 03:56,Yes,28.99,0,360,4
Null,VEH_1368,7,O_276,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B494845_001,VEH_1368,8,D_88,Null,Null,Null,Null,No,15.55,420,900,5
20230516B498754_001,VEH_1368,9,D_88,Null,Null,Null,Null,No,12.69,600,1020,5
Null,VEH_1369,1,O_276,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
MF2305166312389,VEH_1369,2,D_1788,2023-05-15 09:57,183,60,2023-05-15 14:00,Yes,20.51,780,1080,1
Null,VEH_1370,1,O_276,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230513B493966_001,VEH_1370,2,D_67,2023-05-15 08:04,296,60,2023-05-15 14:00,Yes,20.83,780,1080,0
Null,VEH_1370,3,O_800,2023-05-15 14:32,0,0,2023-05-15 14:32,Null,0.0,0,1440,-1
20230515B497245_001,VEH_1370,4,D_132,2023-05-15 14:51,0,60,2023-05-15 15:51,Yes,28.31,780,1080,2
Null,VEH_1370,5,O_62,2023-05-16 00:50,0,0,2023-05-16 00:50,Null,0.0,0,1440,-1
20230515B498026_001,VEH_1370,6,D_209,2023-05-16 02:24,0,60,2023-05-16 03:24,Yes,29.2,0,360,1
Null,VEH_1370,7,O_276,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B494614_001,VEH_1370,8,D_29,Null,Null,Null,Null,No,30.75,600,1020,5
Null,VEH_1371,1,O_276,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230513B494003_001,VEH_1371,2,D_56,2023-05-15 10:20,160,60,2023-05-15 14:00,Yes,30.79,780,1080,0
Null,VEH_1371,3,O_537,2023-05-15 18:35,0,0,2023-05-15 18:35,Null,0.0,0,1440,-1
M18406200,VEH_1371,4,D_339,2023-05-15 23:16,44,60,2023-05-16 01:00,Yes,28.39,0,360,1
Null,VEH_1371,5,O_800,2023-05-16 01:41,0,0,2023-05-16 01:41,Null,0.0,0,1440,-1
20230515B498261_001,VEH_1371,6,D_87,2023-05-16 02:23,0,60,2023-05-16 03:23,Yes,29.38,0,360,4
Null,VEH_1371,7,O_279,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230516B499597_001,VEH_1371,8,D_108,Null,Null,Null,Null,No,21.22,600,1020,5
M18407851,VEH_1371,9,D_278,Null,Null,Null,Null,No,11.75,600,1020,5
Null,VEH_1372,1,O_276,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230513B494012_001,VEH_1372,2,D_159,2023-05-15 10:33,147,60,2023-05-15 14:00,Yes,20.81,780,1080,0
Null,VEH_1372,3,O_537,2023-05-15 18:27,0,0,2023-05-15 18:27,Null,0.0,0,1440,-1
M18406259,VEH_1372,4,D_273,2023-05-15 23:51,9,60,2023-05-16 01:00,Yes,32.25,0,360,1
Null,VEH_1372,5,O_800,2023-05-16 01:16,0,0,2023-05-16 01:16,Null,0.0,0,1440,-1
20230515B497624_001,VEH_1372,6,D_107,2023-05-16 02:32,0,60,2023-05-16 03:32,Yes,19.04,0,360,4
20230515B495658_001,VEH_1372,7,D_36,Null,Null,Null,Null,No,12.24,0,360,4
Null,VEH_1372,8,O_819,Null,Null,Null,Null,Null,0.0,0,1440,-1
MF2305166312780,VEH_1372,9,D_1426,Null,Null,Null,Null,No,30.79,420,900,3
Null,VEH_1373,1,O_276,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230513B494048_001,VEH_1373,2,D_63,2023-05-15 09:37,203,60,2023-05-15 14:00,Yes,18.23,780,1080,0
20230513B494324_001,VEH_1373,3,D_5,2023-05-15 14:44,196,60,2023-05-15 19:00,Yes,13.6,1080,120,1
Null,VEH_1373,4,O_73,2023-05-15 19:38,0,0,2023-05-15 19:38,Null,0.0,0,1440,-1
MF2305316385743,VEH_1373,5,D_1968,2023-05-15 22:42,78,60,2023-05-16 01:00,Yes,19.89,0,360,1
Null,VEH_1374,1,O_276,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230513B494145_001,VEH_1374,2,D_38,2023-05-15 08:00,300,60,2023-05-15 14:00,Yes,32.02,780,1080,0
Null,VEH_1374,3,O_800,2023-05-15 14:23,0,0,2023-05-15 14:23,Null,0.0,0,1440,-1
20230515B497349_001,VEH_1374,4,D_68,2023-05-15 14:32,0,60,2023-05-15 15:32,Yes,25.05,780,1080,0
Null,VEH_1374,5,O_800,2023-05-15 18:16,0,0,2023-05-15 18:16,Null,0.0,0,1440,-1
20230515B498127_001,VEH_1374,6,D_7,2023-05-15 18:38,322,60,2023-05-16 01:00,Yes,31.39,0,360,2
Null,VEH_1374,7,O_26,2023-05-16 01:29,0,0,2023-05-16 01:29,Null,0.0,0,1440,-1
N_20230516939178,VEH_1374,8,D_179,2023-05-16 02:05,0,60,2023-05-16 03:05,Yes,30.03,0,360,4
Null,VEH_1374,9,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B497335_001,VEH_1374,10,D_199,Null,Null,Null,Null,No,31.2,420,900,5
